Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2013/11/13,0,0,---,---,---,---,---,0
2013/11/14,0,0,---,---,---,---,---,0
2013/11/15,37000,41360,1.13,1.13,1.11,1.11,-0.02,3
2013/11/18,25000,27100,1.09,1.09,1.08,1.08,-0.03,2
2013/11/19,199000,214000,1.08,1.09,1.06,1.06,-0.02,15
2013/11/20,146000,159900,1.09,1.10,1.09,1.10,0.04,6
2013/11/21,513000,596550,1.15,1.17,1.14,1.16,0.06,18
2013/11/22,132000,151160,1.15,1.17,1.13,1.17,0.01,9
2013/11/25,371000,410010,1.12,1.14,1.09,1.10,-0.07,8
2013/11/26,159000,173110,1.09,1.10,1.07,1.10,0.00,5
2013/11/27,261000,270910,1.11,1.11,1.03,1.03,-0.07,8
2013/11/28,65000,67050,1.04,1.04,1.03,1.03,0.00,4
2013/11/29,40000,40600,1.02,1.02,1.01,1.01,-0.02,2
2013/12/02,31000,31010,1.01,1.01,1.00,1.00,-0.01,2
2013/12/03,94000,96820,1.03,1.03,1.03,1.03,0.03,1
2013/12/04,269000,281300,1.04,1.05,1.04,1.04,0.01,4
2013/12/05,100000,103400,1.04,1.04,1.03,1.03,-0.01,3
2013/12/06,3000,3090,1.03,1.03,1.03,1.03,0.00,1
2013/12/09,1000,1000,1.00,1.00,1.00,1.00,-0.03,1
2013/12/10,28000,29520,1.04,1.09,1.04,1.08,0.08,9
2013/12/11,226000,237210,1.04,1.08,1.03,1.08,0.00,7
2013/12/12,224000,237370,1.05,1.06,1.04,1.06,-0.02,5
2013/12/13,21000,22260,1.06,1.06,1.06,1.06,0.00,2
2013/12/16,40000,44510,1.12,1.14,1.09,1.10,0.04,7
2013/12/17,12000,13540,1.08,1.16,1.08,1.16,0.06,4
2013/12/18,1714000,2035070,1.17,1.22,1.17,1.22,0.06,37
2013/12/19,1774000,2156670,1.16,1.29,1.15,1.25,0.03,41
2013/12/20,465000,538080,1.19,1.20,1.12,1.13,-0.12,30
2013/12/23,212000,242990,1.10,1.16,1.10,1.16,0.03,14
2013/12/24,144000,170940,1.15,1.20,1.15,1.16,0.00,6
2013/12/25,95000,107740,1.15,1.15,1.13,1.13,-0.03,7
2013/12/26,372000,416490,1.13,1.13,1.11,1.12,-0.01,12
2013/12/27,627000,678790,1.12,1.12,1.06,1.07,-0.05,15
2013/12/30,567000,593880,1.06,1.08,1.03,1.03,-0.04,18
2013/12/31,166000,171240,1.02,1.04,1.02,1.04,0.01,10
2014/01/02,153000,158920,1.01,1.05,1.01,1.04,0.00,10
2014/01/03,265000,279790,1.04,1.08,1.03,1.06,0.02,23
2014/01/06,235000,247700,1.05,1.08,1.05,1.05,-0.01,15
2014/01/07,380000,374000,1.05,1.05,0.96,0.97,-0.08,21
2014/01/08,298000,294820,0.95,1.03,0.94,1.02,0.05,13
2014/01/09,1207000,1379790,1.06,1.18,1.06,1.16,0.14,38
2014/01/10,697000,817150,1.20,1.21,1.15,1.18,0.02,25
2014/01/13,723000,812810,1.10,1.15,1.10,1.11,-0.07,24
2014/01/14,168000,192080,1.12,1.17,1.12,1.15,0.04,12
2014/01/15,377000,431790,1.13,1.18,1.11,1.14,-0.01,14
2014/01/16,356000,380310,1.13,1.13,1.05,1.06,-0.08,18
2014/01/17,204000,232610,1.10,1.16,1.10,1.15,0.09,18
2014/01/20,819000,1013040,1.14,1.33,1.14,1.31,0.16,28
2014/01/21,571000,739170,1.26,1.39,1.26,1.33,0.02,19
2014/01/22,430000,477840,1.21,1.21,1.08,1.08,-0.25,18
2014/01/23,824000,838700,1.01,1.08,0.98,1.07,-0.01,24
2014/01/24,718000,778870,1.07,1.15,1.07,1.15,0.08,26
2014/01/27,274000,330020,1.18,1.21,1.18,1.21,0.06,16
2014/02/05,422000,482110,1.20,1.20,1.08,1.16,-0.05,24
2014/02/06,877000,976890,1.15,1.15,1.10,1.11,-0.05,16
2014/02/07,206000,224720,1.09,1.17,1.06,1.15,0.04,14
2014/02/10,579000,683790,1.14,1.23,1.11,1.21,0.06,17
2014/02/11,573000,631980,1.21,1.21,1.07,1.07,-0.14,13
2014/02/12,65000,71510,1.05,1.12,1.05,1.12,0.05,6
2014/02/13,129000,150860,1.14,1.19,1.14,1.15,0.03,10
2014/02/14,50000,59700,1.11,1.23,1.11,1.19,0.04,8
2014/02/17,25000,28200,1.11,1.16,1.10,1.16,-0.03,3
2014/02/18,63000,67630,1.08,1.09,1.06,1.07,-0.09,6
2014/02/19,77000,67440,0.95,0.95,0.83,0.84,-0.23,9
