Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2017/02/13,34000,21470,0.65,0.65,0.61,0.61,-0.45,5
2017/02/14,255000,142650,0.62,0.62,0.50,0.55,-0.06,10
2017/02/15,200000,107000,0.52,0.55,0.52,0.55,0.00,2
2017/02/16,211000,108640,0.51,0.52,0.49,0.51,-0.04,5
2017/02/17,432000,164580,0.44,0.44,0.36,0.36,-0.15,20
2017/02/20,3124000,1142570,0.31,0.41,0.31,0.41,0.11,59
2017/02/21,1885000,836900,0.41,0.48,0.40,0.42,0.01,41
2017/02/22,685000,266880,0.41,0.41,0.36,0.41,-0.01,15
2017/02/23,804000,236510,0.31,0.32,0.28,0.29,-0.12,31
2017/02/24,494000,149450,0.29,0.32,0.29,0.30,0.01,18
2017/03/01,413000,137700,0.31,0.40,0.31,0.40,0.10,10
2017/03/02,693000,272350,0.39,0.44,0.37,0.39,-0.01,17
2017/03/03,230000,85000,0.38,0.38,0.36,0.36,-0.03,5
2017/03/06,20000,7400,0.37,0.37,0.37,0.37,0.01,1
2017/03/07,317000,100480,0.37,0.37,0.29,0.30,-0.07,15
2017/03/08,185000,58600,0.33,0.33,0.30,0.30,0.00,6
2017/03/09,105000,34300,0.32,0.34,0.32,0.33,0.03,4
2017/03/10,524000,206900,0.41,0.41,0.38,0.39,0.06,13
2017/03/13,150000,56500,0.37,0.38,0.37,0.38,-0.01,2
2017/03/14,170000,61500,0.37,0.37,0.35,0.35,-0.03,4
2017/03/15,170000,54700,0.33,0.33,0.31,0.31,-0.04,4
2017/03/16,70000,19000,0.26,0.30,0.26,0.30,-0.01,2
2017/03/17,153000,40110,0.26,0.27,0.26,0.27,-0.03,3
2017/03/20,417000,81850,0.24,0.24,0.19,0.19,-0.08,13
2017/03/21,186000,39060,0.21,0.21,0.21,0.21,0.02,4
2017/03/22,310000,62000,0.21,0.21,0.17,0.17,-0.04,11
2017/03/23,18000,3620,0.17,0.21,0.17,0.21,0.04,3
2017/03/24,188000,37600,0.20,0.20,0.20,0.20,-0.01,5
2017/03/27,421000,70430,0.19,0.20,0.13,0.20,0.00,14
2017/03/28,984000,196840,0.15,0.23,0.15,0.20,0.00,19
2017/03/29,360000,63600,0.16,0.19,0.16,0.18,-0.02,5
2017/03/30,200000,38000,0.19,0.19,0.19,0.19,0.01,2
2017/03/31,413000,78340,0.19,0.19,0.18,0.18,-0.01,6
2017/04/05,110000,18700,0.17,0.17,0.17,0.17,-0.01,4
2017/04/06,205000,36950,0.17,0.19,0.17,0.19,0.02,4
2017/04/07,285000,46350,0.17,0.17,0.15,0.16,-0.03,6
2017/04/10,200000,32000,0.16,0.16,0.16,0.16,0.00,2
2017/04/11,275000,48100,0.16,0.20,0.16,0.20,0.04,5
2017/04/12,150000,29000,0.18,0.22,0.18,0.22,0.02,3
2017/04/13,0,0,---,---,---,---,---,0
2017/04/14,200000,44000,0.22,0.22,0.22,0.22,0.00,3
2017/04/17,40000,11200,0.28,0.28,0.28,0.28,0.06,1
2017/04/18,0,0,---,---,---,---,---,0
2017/04/19,0,0,---,---,---,---,---,0
2017/04/20,50000,12000,0.24,0.24,0.24,0.24,0.01,1
2017/04/21,0,0,---,---,---,---,---,0
2017/04/24,55000,11450,0.20,0.21,0.20,0.21,-0.03,3
2017/04/25,20000,3200,0.13,0.17,0.13,0.17,-0.04,2
2017/04/26,20000,3400,0.17,0.17,0.17,0.17,0.00,1
2017/04/27,50000,7500,0.15,0.15,0.15,0.15,-0.02,1
2017/04/28,35000,4650,0.15,0.15,0.13,0.13,-0.02,2
2017/05/02,0,0,---,---,---,---,---,0
2017/05/03,0,0,---,---,---,---,---,0
2017/05/04,10000,1700,0.17,0.17,0.17,0.17,0.04,1
2017/05/05,110000,17300,0.15,0.18,0.15,0.18,0.01,3
2017/05/08,220000,41450,0.18,0.22,0.18,0.22,0.04,6
2017/05/09,95000,15250,0.15,0.19,0.15,0.19,-0.03,5
2017/05/10,0,0,---,---,---,---,---,0
2017/05/11,50000,6500,0.13,0.13,0.13,0.13,-0.04,1
2017/05/12,90000,10900,0.12,0.13,0.10,0.10,-0.03,4
2017/05/15,0,0,---,---,---,---,---,0
2017/05/16,0,0,---,---,---,---,---,0
2017/05/17,50000,6000,0.12,0.12,0.12,0.12,0.02,1
2017/05/18,0,0,---,---,---,---,---,0
2017/05/19,0,0,---,---,---,---,---,0
2017/05/22,0,0,---,---,---,---,---,0
2017/05/23,0,0,---,---,---,---,---,0
2017/05/24,300000,27000,0.09,0.09,0.09,0.09,-0.02,3
2017/05/25,0,0,---,---,---,---,---,0
2017/05/26,0,0,---,---,---,---,---,0
2017/05/31,0,0,---,---,---,---,---,0
2017/06/01,0,0,---,---,---,---,---,0
2017/06/02,0,0,---,---,---,---,---,0
2017/06/05,0,0,---,---,---,---,---,0
2017/06/06,0,0,---,---,---,---,---,0
2017/06/07,0,0,---,---,---,---,---,0
2017/06/08,0,0,---,---,---,---,---,0
2017/06/09,0,0,---,---,---,---,---,0
2017/06/12,0,0,---,---,---,---,---,0
2017/06/13,0,0,---,---,---,---,---,0
2017/06/14,0,0,---,---,---,---,---,0
2017/06/15,0,0,---,---,---,---,---,0
2017/06/16,0,0,---,---,---,---,---,0
2017/06/19,0,0,---,---,---,---,---,0
2017/06/20,0,0,---,---,---,---,---,0
2017/06/21,0,0,---,---,---,---,---,0
2017/06/22,0,0,---,---,---,---,---,0
2017/06/23,0,0,---,---,---,---,---,0
2017/06/27,0,0,---,---,---,---,---,0
2017/06/28,175000,1750,0.01,0.01,0.01,0.01,0.00,1
2017/06/29,0,0,---,---,---,---,---,0
2017/06/30,0,0,---,---,---,---,---,0
2017/07/03,0,0,---,---,---,---,---,0
2017/07/04,0,0,---,---,---,---,---,0
2017/07/05,0,0,---,---,---,---,---,0
2017/07/06,0,0,---,---,---,---,---,0
2017/07/07,0,0,---,---,---,---,---,0
2017/07/10,0,0,---,---,---,---,---,0
2017/07/11,0,0,---,---,---,---,---,0
2017/07/12,0,0,---,---,---,---,---,0
2017/07/13,0,0,---,---,---,---,---,0
2017/07/14,0,0,---,---,---,---,---,0
2017/07/17,0,0,---,---,---,---,---,0
2017/07/18,0,0,---,---,---,---,---,0
2017/07/19,0,0,---,---,---,---,---,0
2017/07/20,0,0,---,---,---,---,---,0
2017/07/21,0,0,---,---,---,---,---,0
2017/07/24,0,0,---,---,---,---,---,0
2017/07/25,0,0,---,---,---,---,---,0
2017/07/26,0,0,---,---,---,---,---,0
2017/07/27,0,0,---,---,---,---,---,0
2017/07/28,0,0,---,---,---,---,---,0
2017/07/31,0,0,---,---,---,---,---,0
2017/08/01,0,0,---,---,---,---,---,0
2017/08/02,0,0,---,---,---,---,---,0
2017/08/03,0,0,---,---,---,---,---,0
2017/08/04,0,0,---,---,---,---,---,0
2017/08/07,0,0,---,---,---,---,---,0
2017/08/08,0,0,---,---,---,---,---,0
2017/08/09,0,0,---,---,---,---,---,0
2017/08/10,0,0,---,---,---,---,---,0
