Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/10/06,555000,766560,1.30,1.45,1.30,1.36,0.22,14
2016/10/07,122000,160450,1.32,1.33,1.28,1.28,-0.08,6
2016/10/11,230000,328350,1.46,1.46,1.34,1.34,0.06,6
2016/10/12,260000,348500,1.35,1.35,1.34,1.34,0.00,3
2016/10/13,813000,1236620,1.51,1.57,1.50,1.55,0.21,18
2016/10/14,442000,635950,1.48,1.48,1.38,1.41,-0.14,13
2016/10/17,159000,240740,1.45,1.54,1.45,1.48,0.07,7
2016/10/18,128000,187880,1.49,1.49,1.43,1.43,-0.05,6
2016/10/19,10000,14600,1.46,1.46,1.46,1.46,0.03,1
2016/10/20,10000,14400,1.44,1.44,1.44,1.44,-0.02,1
2016/10/21,70000,92600,1.33,1.33,1.28,1.28,-0.16,3
2016/10/24,0,0,---,---,---,---,---,0
2016/10/25,20000,25200,1.26,1.26,1.26,1.26,-0.02,1
2016/10/26,10000,13000,1.30,1.30,1.30,1.30,0.04,1
2016/10/27,0,0,---,---,---,---,---,0
2016/10/28,0,0,---,---,---,---,---,0
2016/10/31,0,0,---,---,---,---,---,0
2016/11/01,0,0,---,---,---,---,---,0
2016/11/02,215000,225500,1.10,1.10,0.96,0.96,-0.14,7
2016/11/03,115000,104650,0.91,0.91,0.91,0.91,-0.05,4
2016/11/04,80000,67800,0.84,0.86,0.84,0.86,-0.05,4
2016/11/07,0,0,---,---,---,---,---,0
2016/11/08,0,0,---,---,---,---,---,0
2016/11/09,20000,11400,0.57,0.57,0.57,0.57,-0.24,1
2016/11/10,20000,12600,0.63,0.63,0.63,0.63,0.06,1
2016/11/11,30000,18000,0.60,0.60,0.60,0.60,-0.03,2
2016/11/14,20000,13000,0.65,0.65,0.65,0.65,0.05,1
2016/11/15,0,0,---,---,---,---,---,0
2016/11/16,31000,19820,0.64,0.64,0.62,0.62,0.01,2
2016/11/17,0,0,---,---,---,---,---,0
2016/11/18,0,0,---,---,---,---,---,0
2016/11/21,0,0,---,---,---,---,---,0
2016/11/22,45000,27590,0.61,0.63,0.61,0.63,0.06,3
2016/11/23,44000,27280,0.62,0.62,0.62,0.62,-0.01,1
2016/11/24,0,0,---,---,---,---,---,0
2016/11/25,0,0,---,---,---,---,---,0
2016/11/28,0,0,---,---,---,---,---,0
2016/11/29,0,0,---,---,---,---,---,0
2016/11/30,0,0,---,---,---,---,---,0
2016/12/01,1000,720,0.72,0.72,0.72,0.72,0.08,1
2016/12/02,10000,6200,0.62,0.62,0.62,0.62,-0.10,1
2016/12/05,0,0,---,---,---,---,---,0
2016/12/06,0,0,---,---,---,---,---,0
2016/12/07,50000,29500,0.59,0.59,0.59,0.59,-0.01,1
2016/12/08,300000,198000,0.66,0.66,0.66,0.66,0.07,3
2016/12/09,0,0,---,---,---,---,---,0
2016/12/12,200000,120000,0.60,0.60,0.60,0.60,-0.03,1
