Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/05/11,50000,41000,0.82,0.82,0.82,0.82,0.00,2
2016/05/12,0,0,---,---,---,---,---,0
2016/05/13,0,0,---,---,---,---,---,0
2016/05/16,10000,6600,0.66,0.66,0.66,0.66,-0.02,1
2016/05/17,31000,22850,0.75,0.75,0.72,0.74,0.08,4
2016/05/18,363000,289640,0.73,0.82,0.73,0.82,0.08,6
2016/05/19,378000,292020,0.78,0.78,0.76,0.77,-0.05,29
2016/05/20,716000,608640,0.79,0.89,0.77,0.89,0.12,11
2016/05/23,1026000,988380,0.88,1.03,0.88,1.03,0.14,34
2016/05/24,355000,352040,1.03,1.03,0.98,0.99,-0.04,20
2016/05/25,171000,171000,1.00,1.00,1.00,1.00,0.01,4
2016/05/26,639000,662480,0.99,1.07,0.99,1.00,0.00,16
2016/05/27,470000,466860,1.02,1.02,0.96,0.99,-0.01,29
2016/05/30,69000,75010,0.99,1.11,0.99,1.07,0.08,7
2016/05/31,300000,310500,1.03,1.04,1.03,1.04,-0.03,2
2016/06/01,1000,980,0.98,0.98,0.98,0.98,-0.06,1
2016/06/02,300000,276500,0.94,0.94,0.91,0.92,-0.06,8
2016/06/03,86000,75220,0.88,0.88,0.86,0.86,-0.06,3
2016/06/06,0,0,---,---,---,---,---,0
2016/06/07,0,0,---,---,---,---,---,0
2016/06/08,0,0,---,---,---,---,---,0
2016/06/13,1000,850,0.85,0.85,0.85,0.85,-0.07,1
2016/06/14,22000,19580,0.89,0.89,0.89,0.89,0.04,1
2016/06/15,22000,19360,0.88,0.88,0.88,0.88,-0.01,1
2016/06/16,0,0,---,---,---,---,---,0
2016/06/17,0,0,---,---,---,---,---,0
2016/06/20,0,0,---,---,---,---,---,0
2016/06/21,99000,84150,0.85,0.85,0.85,0.85,-0.01,2
2016/06/22,0,0,---,---,---,---,---,0
2016/06/23,99000,79200,0.80,0.80,0.80,0.80,-0.03,1
2016/06/24,21000,15420,0.72,0.74,0.72,0.74,-0.06,3
2016/06/27,3000,2430,0.81,0.81,0.81,0.81,0.07,1
2016/06/28,20000,16000,0.80,0.80,0.80,0.80,-0.01,1
2016/06/29,343000,338990,0.93,0.99,0.93,0.99,0.19,6
2016/06/30,312000,320360,1.05,1.08,1.01,1.05,0.06,16
2016/07/01,2000,2080,1.04,1.04,1.04,1.04,-0.01,1
2016/07/04,10000,10800,1.08,1.08,1.08,1.08,0.04,1
2016/07/05,0,0,---,---,---,---,---,0
2016/07/06,100000,100000,1.02,1.02,0.98,0.98,-0.10,3
2016/07/07,0,0,---,---,---,---,---,0
2016/07/11,0,0,---,---,---,---,---,0
2016/07/12,1000,970,0.97,0.97,0.97,0.97,-0.03,1
2016/07/13,0,0,---,---,---,---,---,0
2016/07/14,30000,27900,0.93,0.93,0.93,0.93,-0.04,1
2016/07/15,0,0,---,---,---,---,---,0
2016/07/18,0,0,---,---,---,---,---,0
2016/07/19,0,0,---,---,---,---,---,0
2016/07/20,0,0,---,---,---,---,---,0
2016/07/21,0,0,---,---,---,---,---,0
2016/07/22,60000,58200,0.97,0.97,0.97,0.97,0.05,1
2016/07/25,60000,55200,0.92,0.92,0.92,0.92,-0.05,1
2016/07/26,0,0,---,---,---,---,---,0
2016/07/27,3000,2850,0.95,0.95,0.95,0.95,0.06,1
2016/07/28,0,0,---,---,---,---,---,0
2016/07/29,0,0,---,---,---,---,---,0
2016/08/01,0,0,---,---,---,---,---,0
2016/08/02,0,0,---,---,---,---,---,0
2016/08/03,100000,101000,1.01,1.01,1.01,1.01,0.04,2
2016/08/04,33000,33000,1.00,1.00,1.00,1.00,-0.01,2
2016/08/05,13000,13930,1.08,1.08,1.07,1.07,0.07,5
2016/08/08,24000,27300,1.07,1.16,1.07,1.16,0.09,4
2016/08/09,20000,21840,1.11,1.11,1.08,1.08,-0.08,4
2016/08/10,0,0,---,---,---,---,---,0
2016/08/11,0,0,---,---,---,---,---,0
2016/08/12,0,0,---,---,---,---,---,0
2016/08/15,0,0,---,---,---,---,---,0
2016/08/16,0,0,---,---,---,---,---,0
2016/08/17,0,0,---,---,---,---,---,0
2016/08/18,3000,3810,1.27,1.27,1.27,1.27,0.04,1
2016/08/19,50000,67500,1.35,1.35,1.35,1.35,0.08,1
2016/08/22,50000,59500,1.19,1.19,1.19,1.19,-0.16,1
2016/08/23,0,0,---,---,---,---,---,0
2016/08/24,0,0,---,---,---,---,---,0
2016/08/25,119000,162440,1.36,1.40,1.36,1.40,0.10,3
2016/08/26,0,0,---,---,---,---,---,0
2016/08/29,119000,153510,1.29,1.29,1.29,1.29,-0.04,1
2016/08/30,109000,158840,1.43,1.46,1.43,1.46,0.17,2
2016/08/31,109000,164970,1.47,1.53,1.47,1.53,0.07,6
2016/09/01,0,0,---,---,---,---,---,0
2016/09/02,0,0,---,---,---,---,---,0
2016/09/05,0,0,---,---,---,---,---,0
2016/09/06,0,0,---,---,---,---,---,0
2016/09/07,0,0,---,---,---,---,---,0
2016/09/08,0,0,---,---,---,---,---,0
2016/09/09,0,0,---,---,---,---,---,0
2016/09/12,0,0,---,---,---,---,---,0
2016/09/13,0,0,---,---,---,---,---,0
2016/09/14,0,0,---,---,---,---,---,0
2016/09/19,0,0,---,---,---,---,---,0
2016/09/20,0,0,---,---,---,---,---,0
2016/09/21,10000,17100,1.71,1.71,1.71,1.71,0.01,1
2016/09/22,0,0,---,---,---,---,---,0
2016/09/23,90000,171900,1.91,1.91,1.91,1.91,0.20,1
2016/09/26,0,0,---,---,---,---,---,0
2016/09/29,0,0,---,---,---,---,---,0
2016/09/30,0,0,---,---,---,---,---,0
2016/10/03,0,0,---,---,---,---,---,0
2016/10/04,0,0,---,---,---,---,---,0
2016/10/05,0,0,---,---,---,---,---,0
2016/10/06,0,0,---,---,---,---,---,0
2016/10/07,0,0,---,---,---,---,---,0
2016/10/11,0,0,---,---,---,---,---,0
2016/10/12,0,0,---,---,---,---,---,0
2016/10/13,0,0,---,---,---,---,---,0
2016/10/14,0,0,---,---,---,---,---,0
2016/10/17,0,0,---,---,---,---,---,0
2016/10/18,0,0,---,---,---,---,---,0
2016/10/19,0,0,---,---,---,---,---,0
2016/10/20,0,0,---,---,---,---,---,0
2016/10/21,0,0,---,---,---,---,---,0
2016/10/24,0,0,---,---,---,---,---,0
2016/10/25,0,0,---,---,---,---,---,0
2016/10/26,0,0,---,---,---,---,---,0
2016/10/27,0,0,---,---,---,---,---,0
2016/10/28,0,0,---,---,---,---,---,0
2016/10/31,0,0,---,---,---,---,---,0
2016/11/01,0,0,---,---,---,---,---,0
2016/11/02,0,0,---,---,---,---,---,0
2016/11/03,0,0,---,---,---,---,---,0
2016/11/04,0,0,---,---,---,---,---,0
2016/11/07,0,0,---,---,---,---,---,0
2016/11/08,0,0,---,---,---,---,---,0
2016/11/09,0,0,---,---,---,---,---,0
2016/11/10,0,0,---,---,---,---,---,0
2016/11/11,0,0,---,---,---,---,---,0
2016/11/14,0,0,---,---,---,---,---,0
2016/11/15,0,0,---,---,---,---,---,0
2016/11/16,0,0,---,---,---,---,---,0
2016/11/17,0,0,---,---,---,---,---,0
2016/11/18,0,0,---,---,---,---,---,0
2016/11/21,0,0,---,---,---,---,---,0
2016/11/22,0,0,---,---,---,---,---,0
2016/11/23,0,0,---,---,---,---,---,0
2016/11/24,0,0,---,---,---,---,---,0
2016/11/25,0,0,---,---,---,---,---,0
2016/11/28,0,0,---,---,---,---,---,0
2016/11/29,0,0,---,---,---,---,---,0
2016/11/30,0,0,---,---,---,---,---,0
2016/12/01,0,0,---,---,---,---,---,0
2016/12/02,0,0,---,---,---,---,---,0
2016/12/05,0,0,---,---,---,---,---,0
2016/12/06,0,0,---,---,---,---,---,0
2016/12/07,0,0,---,---,---,---,---,0
2016/12/08,0,0,---,---,---,---,---,0
