Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2015/11/18,180000,289200,1.60,1.63,1.59,1.63,0.19,4
2015/11/19,0,0,---,---,---,---,---,0
2015/11/20,148000,222810,1.48,1.53,1.48,1.53,0.01,5
2015/11/23,823000,1372540,1.61,1.83,1.56,1.68,0.15,19
2015/11/24,633000,952230,1.53,1.53,1.39,1.50,-0.18,19
2015/11/25,113000,160660,1.42,1.44,1.40,1.44,-0.06,5
2015/11/26,477000,738760,1.49,1.62,1.49,1.58,0.14,10
2015/11/27,641000,992150,1.62,1.62,1.49,1.53,-0.05,29
2015/11/30,256000,361060,1.43,1.43,1.37,1.40,-0.13,12
2015/12/01,364000,567600,1.46,1.59,1.46,1.51,0.11,11
2015/12/02,278000,429360,1.54,1.64,1.45,1.49,-0.02,16
2015/12/03,405000,588230,1.45,1.51,1.40,1.40,-0.09,18
2015/12/04,46000,62180,1.38,1.38,1.25,1.25,-0.15,3
2015/12/07,50000,65900,1.37,1.38,1.27,1.30,0.05,5
2015/12/08,70000,92700,1.33,1.35,1.29,1.31,0.01,6
2015/12/09,40000,47300,1.23,1.23,1.09,1.09,-0.22,4
2015/12/10,30000,27600,0.96,0.96,0.86,0.94,-0.15,3
2015/12/11,20000,21800,1.09,1.09,1.09,1.09,0.15,2
2015/12/14,10000,7200,0.72,0.72,0.72,0.72,-0.37,1
2015/12/15,50000,39800,0.78,0.86,0.76,0.86,0.14,5
2015/12/16,80000,85600,1.12,1.12,1.00,1.00,0.14,8
2015/12/17,60000,62600,1.01,1.09,1.01,1.09,0.09,6
2015/12/18,50000,51700,1.04,1.04,1.03,1.03,-0.06,3
2015/12/21,20000,19100,0.95,0.96,0.95,0.96,-0.07,2
2015/12/22,50000,49800,1.04,1.04,0.94,1.01,0.05,4
2015/12/23,130000,154360,1.15,1.23,1.10,1.10,0.09,12
2015/12/24,106000,110640,1.06,1.08,0.95,0.95,-0.15,9
2015/12/25,50000,45300,0.90,0.93,0.90,0.93,-0.02,2
2015/12/28,60000,55300,0.96,0.96,0.87,0.87,-0.06,6
2015/12/29,80000,75000,0.92,1.01,0.92,0.93,0.06,5
2015/12/30,50000,44800,0.94,0.94,0.86,0.86,-0.07,4
2015/12/31,40000,35000,0.86,0.89,0.86,0.89,0.03,3
2016/01/04,181000,194190,0.95,1.12,0.95,1.09,0.20,23
2016/01/05,290000,323280,1.09,1.21,1.05,1.16,0.07,23
2016/01/06,149000,168870,1.13,1.16,1.12,1.13,-0.03,9
2016/01/07,55000,69150,1.13,1.37,1.13,1.27,0.14,6
2016/01/08,177000,244220,1.28,1.60,1.22,1.60,0.33,23
2016/01/11,163000,234640,1.46,1.56,1.33,1.34,-0.26,20
2016/01/12,73000,106190,1.44,1.72,1.34,1.34,0.00,9
2016/01/13,72000,95460,1.27,1.39,1.27,1.39,0.05,9
2016/01/14,141000,206170,1.36,1.54,1.33,1.50,0.11,13
2016/01/15,77000,114410,1.61,1.61,1.32,1.33,-0.17,9
2016/01/18,60000,83400,1.40,1.41,1.36,1.36,0.03,8
2016/01/19,116000,176790,1.40,1.67,1.40,1.58,0.22,14
2016/01/20,113000,170590,1.49,1.59,1.33,1.33,-0.25,11
2016/01/21,111000,157610,1.41,1.53,1.33,1.36,0.03,12
2016/01/22,177000,266240,1.51,1.61,1.45,1.61,0.25,17
2016/01/25,105000,180910,1.75,1.75,1.69,1.70,0.09,11
2016/01/26,125000,246250,1.85,2.08,1.85,2.00,0.30,10
2016/01/27,125000,282100,2.08,2.50,2.08,2.50,0.50,9
2016/01/28,70000,188700,2.85,2.85,2.25,2.25,-0.25,3
2016/01/29,10000,22800,2.28,2.28,2.28,2.28,0.03,1
2016/02/01,0,0,---,---,---,---,---,0
2016/02/02,0,0,---,---,---,---,---,0
2016/02/03,0,0,---,---,---,---,---,0
2016/02/15,40000,75300,1.83,1.92,1.83,1.92,0.08,4
2016/02/16,40000,81600,2.07,2.07,2.01,2.01,0.09,3
2016/02/17,0,0,---,---,---,---,---,0
2016/02/18,0,0,---,---,---,---,---,0
2016/02/19,0,0,---,---,---,---,---,0
2016/02/22,0,0,---,---,---,---,---,0
2016/02/23,0,0,---,---,---,---,---,0
2016/02/24,10000,22800,2.28,2.28,2.28,2.28,0.42,1
2016/02/25,10000,23100,2.31,2.31,2.31,2.31,0.03,1
2016/02/26,0,0,---,---,---,---,---,0
2016/03/01,0,0,---,---,---,---,---,0
2016/03/02,10000,22200,2.22,2.22,2.22,2.22,0.10,1
2016/03/03,10000,20900,2.09,2.09,2.09,2.09,-0.13,1
2016/03/04,0,0,---,---,---,---,---,0
2016/03/07,0,0,---,---,---,---,---,0
2016/03/08,0,0,---,---,---,---,---,0
2016/03/09,0,0,---,---,---,---,---,0
2016/03/10,0,0,---,---,---,---,---,0
2016/03/11,0,0,---,---,---,---,---,0
2016/03/14,0,0,---,---,---,---,---,0
2016/03/15,0,0,---,---,---,---,---,0
2016/03/16,0,0,---,---,---,---,---,0
2016/03/17,0,0,---,---,---,---,---,0
2016/03/18,0,0,---,---,---,---,---,0
2016/03/21,0,0,---,---,---,---,---,0
2016/03/22,0,0,---,---,---,---,---,0
2016/03/23,0,0,---,---,---,---,---,0
2016/03/24,0,0,---,---,---,---,---,0
2016/03/25,0,0,---,---,---,---,---,0
2016/03/28,0,0,---,---,---,---,---,0
2016/03/29,0,0,---,---,---,---,---,0
2016/03/30,0,0,---,---,---,---,---,0
2016/03/31,0,0,---,---,---,---,---,0
2016/04/01,0,0,---,---,---,---,---,0
2016/04/06,0,0,---,---,---,---,---,0
2016/04/07,0,0,---,---,---,---,---,0
2016/04/08,0,0,---,---,---,---,---,0
2016/04/11,0,0,---,---,---,---,---,0
2016/04/12,0,0,---,---,---,---,---,0
2016/04/13,0,0,---,---,---,---,---,0
2016/04/14,0,0,---,---,---,---,---,0
2016/04/15,0,0,---,---,---,---,---,0
2016/04/18,0,0,---,---,---,---,---,0
2016/04/19,0,0,---,---,---,---,---,0
2016/04/20,0,0,---,---,---,---,---,0
2016/04/21,0,0,---,---,---,---,---,0
2016/04/22,0,0,---,---,---,---,---,0
2016/04/25,0,0,---,---,---,---,---,0
2016/04/26,0,0,---,---,---,---,---,0
2016/04/27,0,0,---,---,---,---,---,0
2016/04/28,0,0,---,---,---,---,---,0
2016/04/29,0,0,---,---,---,---,---,0
2016/05/03,0,0,---,---,---,---,---,0
2016/05/04,0,0,---,---,---,---,---,0
2016/05/05,0,0,---,---,---,---,---,0
2016/05/06,0,0,---,---,---,---,---,0
2016/05/09,0,0,---,---,---,---,---,0
2016/05/10,0,0,---,---,---,---,---,0
2016/05/11,0,0,---,---,---,---,---,0
2016/05/12,0,0,---,---,---,---,---,0
2016/05/13,0,0,---,---,---,---,---,0
