Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2014/01/07,99000,78210,0.79,0.79,0.79,0.79,-0.34,1
2014/01/08,0,0,---,---,---,---,---,0
2014/01/09,99000,59400,0.60,0.60,0.60,0.60,-0.04,1
2014/01/10,99000,65340,0.66,0.66,0.66,0.66,0.06,1
2014/01/13,0,0,---,---,---,---,---,0
2014/01/14,400000,238970,0.62,0.62,0.58,0.59,-0.07,6
2014/01/15,448000,279750,0.63,0.63,0.62,0.63,0.04,7
2014/01/16,343000,236380,0.61,0.72,0.61,0.69,0.06,10
2014/01/17,148000,102880,0.71,0.73,0.68,0.73,0.04,7
2014/01/20,17000,10740,0.64,0.64,0.62,0.62,-0.11,3
2014/01/21,20000,12700,0.64,0.64,0.63,0.63,0.01,2
2014/01/22,360000,195500,0.55,0.56,0.52,0.56,-0.07,11
2014/01/23,380000,227880,0.60,0.60,0.58,0.60,0.04,9
2014/01/24,17000,10690,0.64,0.64,0.62,0.62,0.02,4
2014/01/27,82000,53340,0.64,0.67,0.64,0.67,0.05,7
2014/02/05,50000,34500,0.69,0.69,0.69,0.69,0.02,1
2014/02/06,10000,6500,0.65,0.65,0.65,0.65,-0.04,1
2014/02/07,15000,9300,0.62,0.62,0.62,0.62,-0.03,1
2014/02/10,225000,172700,0.75,0.77,0.74,0.76,0.14,8
2014/02/11,195000,143800,0.72,0.79,0.72,0.72,-0.04,6
2014/02/12,114000,84010,0.69,0.74,0.69,0.74,0.02,4
2014/02/13,122000,94130,0.75,0.78,0.75,0.78,0.04,6
2014/02/14,61000,47390,0.80,0.80,0.74,0.74,-0.04,4
2014/02/17,360000,255700,0.71,0.72,0.68,0.69,-0.05,9
2014/02/18,260000,173900,0.68,0.68,0.66,0.67,-0.02,6
2014/02/19,110000,68400,0.62,0.66,0.62,0.66,-0.01,4
2014/02/20,500000,320400,0.64,0.67,0.62,0.64,-0.02,8
2014/02/21,350000,228500,0.65,0.66,0.65,0.65,0.01,5
2014/02/24,200000,124000,0.62,0.62,0.62,0.62,-0.03,3
2014/02/25,302000,176040,0.60,0.60,0.52,0.52,-0.10,8
2014/02/26,317000,156550,0.50,0.54,0.48,0.54,0.02,9
2014/02/27,300000,155000,0.52,0.52,0.51,0.51,-0.03,4
2014/03/03,293000,172430,0.55,0.60,0.55,0.60,0.09,10
2014/03/04,380000,238730,0.60,0.65,0.60,0.62,0.02,10
2014/03/05,548000,325810,0.60,0.61,0.54,0.54,-0.08,15
2014/03/06,434000,246010,0.59,0.59,0.56,0.56,0.02,7
2014/03/07,335000,179960,0.51,0.58,0.49,0.58,0.02,11
2014/03/10,188000,117090,0.62,0.63,0.62,0.62,0.04,8
2014/03/11,96000,57100,0.60,0.60,0.58,0.59,-0.03,4
2014/03/12,359000,206280,0.57,0.59,0.57,0.58,-0.01,10
2014/03/13,286000,140030,0.57,0.57,0.45,0.45,-0.13,10
2014/03/14,581000,241690,0.45,0.45,0.39,0.40,-0.05,9
2014/03/17,216000,87240,0.37,0.43,0.37,0.43,0.03,3
2014/03/18,735000,280970,0.42,0.42,0.35,0.36,-0.07,15
2014/03/19,847000,406650,0.42,0.70,0.42,0.53,0.17,34
2014/03/20,2110000,1311130,0.61,0.70,0.58,0.67,0.14,72
2014/03/21,1134000,716810,0.64,0.65,0.59,0.64,-0.03,62
2014/03/24,1010000,708050,0.65,0.76,0.64,0.69,0.05,53
2014/03/25,313000,204930,0.70,0.70,0.62,0.63,-0.06,17
2014/03/26,198000,121020,0.59,0.68,0.59,0.68,0.05,14
2014/03/27,257000,149010,0.60,0.60,0.57,0.59,-0.09,9
2014/03/28,89000,66780,0.64,0.77,0.64,0.77,0.18,9
2014/03/31,219000,154800,0.72,0.72,0.68,0.68,-0.09,12
2014/04/01,41000,28080,0.69,0.69,0.68,0.68,0.00,5
2014/04/02,61000,37880,0.64,0.64,0.61,0.62,-0.06,6
2014/04/03,61000,42090,0.69,0.69,0.69,0.69,0.07,3
2014/04/07,671000,504310,0.72,0.78,0.72,0.77,0.08,38
2014/04/08,422000,306560,0.79,0.79,0.68,0.79,0.02,21
2014/04/09,192000,141380,0.73,0.76,0.70,0.76,-0.03,15
2014/04/10,322000,268710,0.71,0.94,0.71,0.87,0.11,23
2014/04/11,428000,408790,0.96,0.99,0.93,0.93,0.06,24
2014/04/14,122000,122860,0.95,1.08,0.95,1.05,0.12,11
2014/04/15,202000,178130,0.91,0.94,0.87,0.87,-0.18,11
2014/04/16,71000,63230,0.87,0.90,0.87,0.88,0.01,6
2014/04/17,99000,78200,0.80,0.80,0.78,0.80,-0.08,4
2014/04/18,40000,33220,0.83,0.84,0.81,0.81,0.01,5
2014/04/21,5000,4050,0.81,0.81,0.81,0.81,0.00,1
2014/04/22,62000,45780,0.81,0.81,0.72,0.72,-0.09,5
2014/04/23,80000,58400,0.73,0.73,0.73,0.73,0.01,4
2014/04/24,37000,29860,0.78,0.83,0.78,0.78,0.05,3
2014/04/25,53000,49330,0.96,0.96,0.89,0.91,0.13,3
2014/04/28,5000,4450,0.89,0.89,0.89,0.89,-0.02,1
2014/04/29,22000,19940,0.91,0.91,0.88,0.88,-0.01,6
2014/04/30,80000,71500,0.89,0.92,0.89,0.92,0.04,3
2014/05/02,3000,2610,0.87,0.87,0.87,0.87,-0.05,1
2014/05/05,50000,46700,0.94,0.94,0.91,0.91,0.04,3
2014/05/06,48000,45260,0.91,1.02,0.91,0.95,0.04,4
2014/05/07,11000,10350,0.95,0.95,0.93,0.93,-0.02,2
2014/05/08,0,0,---,---,---,---,---,0
2014/05/09,0,0,---,---,---,---,---,0
2014/05/12,10000,9600,0.96,0.96,0.96,0.96,0.03,2
2014/05/13,0,0,---,---,---,---,---,0
2014/05/14,0,0,---,---,---,---,---,0
2014/05/15,0,0,---,---,---,---,---,0
2014/05/16,0,0,---,---,---,---,---,0
2014/05/19,9000,6030,0.67,0.67,0.67,0.67,-0.15,3
2014/05/20,0,0,---,---,---,---,---,0
2014/05/21,0,0,---,---,---,---,---,0
2014/05/22,0,0,---,---,---,---,---,0
2014/05/23,3000,1650,0.55,0.55,0.55,0.55,-0.09,1
2014/05/26,0,0,---,---,---,---,---,0
2014/05/27,10000,4000,0.40,0.40,0.40,0.40,-0.14,1
2014/05/28,0,0,---,---,---,---,---,0
2014/05/29,0,0,---,---,---,---,---,0
2014/05/30,0,0,---,---,---,---,---,0
2014/06/03,0,0,---,---,---,---,---,0
2014/06/04,0,0,---,---,---,---,---,0
2014/06/05,0,0,---,---,---,---,---,0
2014/06/06,10000,4100,0.41,0.41,0.41,0.41,0.01,1
2014/06/09,0,0,---,---,---,---,---,0
2014/06/10,0,0,---,---,---,---,---,0
2014/06/11,0,0,---,---,---,---,---,0
2014/06/12,0,0,---,---,---,---,---,0
2014/06/13,3000,630,0.21,0.21,0.21,0.21,-0.06,1
2014/06/16,0,0,---,---,---,---,---,0
2014/06/17,0,0,---,---,---,---,---,0
2014/06/18,0,0,---,---,---,---,---,0
2014/06/19,0,0,---,---,---,---,---,0
2014/06/20,10000,3900,0.39,0.39,0.39,0.39,0.11,1
2014/06/23,0,0,---,---,---,---,---,0
2014/06/24,10000,4500,0.45,0.45,0.45,0.45,-0.07,1
2014/06/25,10000,4000,0.40,0.40,0.40,0.40,-0.05,1
2014/06/26,0,0,---,---,---,---,---,0
2014/06/27,0,0,---,---,---,---,---,0
2014/06/30,0,0,---,---,---,---,---,0
2014/07/01,0,0,---,---,---,---,---,0
2014/07/02,0,0,---,---,---,---,---,0
2014/07/03,0,0,---,---,---,---,---,0
