Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2015/05/05,330000,330600,1.00,1.02,1.00,1.02,0.00,4
2015/05/06,717000,653040,0.87,0.98,0.87,0.96,-0.06,15
2015/05/07,915000,927630,0.92,1.07,0.92,0.95,-0.01,24
2015/05/08,688000,635940,0.98,0.98,0.73,0.73,-0.22,20
2015/05/11,1288000,920680,0.77,0.77,0.67,0.75,0.02,15
2015/05/12,1299000,1023930,0.79,0.80,0.75,0.79,0.04,13
2015/05/13,477000,384040,0.85,0.85,0.76,0.78,-0.01,12
2015/05/14,879000,604640,0.73,0.74,0.62,0.62,-0.16,17
2015/05/15,609000,349240,0.53,0.60,0.52,0.60,-0.02,6
2015/05/18,1148000,695490,0.58,0.63,0.58,0.63,0.03,8
2015/05/19,1094000,668380,0.63,0.64,0.59,0.61,-0.02,12
2015/05/20,1015000,646430,0.65,0.66,0.61,0.66,0.05,17
2015/05/21,1004000,651430,0.62,0.66,0.62,0.63,-0.03,13
2015/05/22,571000,354990,0.64,0.64,0.56,0.58,-0.05,11
2015/05/25,165000,88050,0.54,0.57,0.50,0.52,-0.06,8
2015/05/26,262000,136190,0.52,0.54,0.50,0.53,0.01,13
2015/05/27,1483000,964310,0.55,0.71,0.55,0.68,0.15,31
2015/05/28,1640000,1072410,0.67,0.71,0.62,0.62,-0.06,32
2015/05/29,427000,250390,0.61,0.62,0.56,0.58,-0.04,13
2015/06/01,1265000,773400,0.59,0.64,0.56,0.63,0.05,16
2015/06/02,1976000,1406040,0.63,0.79,0.63,0.69,0.06,43
2015/06/03,2164000,1491420,1.42,1.42,0.63,0.63,-0.06,48
2015/06/04,292000,174390,0.65,0.65,0.50,0.50,-0.13,8
2015/06/05,470000,241800,0.54,0.54,0.50,0.52,0.02,11
2015/06/08,230000,55200,0.24,0.24,0.24,0.24,-0.28,4
2015/06/09,573000,125820,0.26,0.26,0.17,0.17,-0.07,8
2015/06/10,542000,103090,0.18,0.20,0.18,0.18,0.01,8
2015/06/11,344000,75240,0.23,0.23,0.20,0.21,0.03,6
2015/06/12,200000,44000,0.22,0.22,0.22,0.22,0.01,2
2015/06/15,300000,61000,0.21,0.21,0.20,0.20,-0.02,3
2015/06/16,530000,92100,0.19,0.19,0.16,0.17,-0.03,6
2015/06/17,854000,188960,0.19,0.24,0.19,0.24,0.07,12
2015/06/18,140000,45360,0.27,0.37,0.27,0.35,0.11,8
2015/06/22,0,0,---,---,---,---,---,0
2015/06/23,271000,103100,0.35,0.39,0.35,0.39,0.04,5
2015/06/24,491000,179660,0.38,0.38,0.35,0.37,-0.02,5
2015/06/25,100000,42500,0.44,0.44,0.41,0.41,0.04,2
2015/06/26,160000,75800,0.48,0.48,0.47,0.47,0.06,3
2015/06/29,150000,57500,0.39,0.39,0.37,0.37,-0.10,2
2015/06/30,199000,70160,0.38,0.38,0.34,0.35,-0.02,3
2015/07/01,149000,53140,0.36,0.36,0.35,0.35,0.00,2
2015/07/02,460000,138000,0.30,0.30,0.30,0.30,-0.05,5
2015/07/03,500000,144990,0.27,0.30,0.27,0.30,0.00,6
2015/07/06,450000,140500,0.29,0.35,0.29,0.29,-0.01,5
2015/07/07,300000,50500,0.17,0.17,0.16,0.16,-0.13,4
2015/07/08,280000,36600,0.14,0.14,0.12,0.12,-0.04,4
2015/07/09,550000,86500,0.13,0.17,0.13,0.16,0.04,7
2015/07/13,482000,71930,0.18,0.18,0.14,0.14,-0.02,8
2015/07/14,250000,29500,0.11,0.12,0.11,0.12,-0.02,4
2015/07/15,32000,2240,0.07,0.07,0.07,0.07,-0.05,1
2015/07/16,0,0,---,---,---,---,---,0
2015/07/17,0,0,---,---,---,---,---,0
2015/07/20,0,0,---,---,---,---,---,0
2015/07/21,600000,24000,0.04,0.04,0.04,0.04,0.00,6
2015/07/22,0,0,---,---,---,---,---,0
2015/07/23,300000,12000,0.04,0.04,0.04,0.04,0.00,3
2015/07/24,0,0,---,---,---,---,---,0
2015/07/27,0,0,---,---,---,---,---,0
2015/07/28,0,0,---,---,---,---,---,0
2015/07/29,0,0,---,---,---,---,---,0
2015/07/30,0,0,---,---,---,---,---,0
2015/07/31,0,0,---,---,---,---,---,0
2015/08/03,0,0,---,---,---,---,---,0
2015/08/04,10000,200,0.02,0.02,0.02,0.02,-0.01,1
2015/08/05,0,0,---,---,---,---,---,0
2015/08/06,0,0,---,---,---,---,---,0
2015/08/07,0,0,---,---,---,---,---,0
2015/08/10,0,0,---,---,---,---,---,0
2015/08/11,0,0,---,---,---,---,---,0
2015/08/12,0,0,---,---,---,---,---,0
2015/08/13,0,0,---,---,---,---,---,0
2015/08/14,0,0,---,---,---,---,---,0
2015/08/17,0,0,---,---,---,---,---,0
2015/08/18,0,0,---,---,---,---,---,0
2015/08/19,0,0,---,---,---,---,---,0
2015/08/20,0,0,---,---,---,---,---,0
