Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2014/02/13,90000,77000,0.87,0.87,0.83,0.83,0.00,7
2014/02/14,203000,215300,1.08,1.09,0.93,0.93,0.10,12
2014/02/17,231000,188830,0.87,0.87,0.76,0.78,-0.15,9
2014/02/18,258000,211980,0.80,0.86,0.80,0.86,0.08,4
2014/02/19,690000,644060,0.88,1.02,0.84,0.99,0.13,16
2014/02/20,439000,425030,0.98,1.07,0.93,1.07,0.08,15
2014/02/21,0,0,---,---,---,---,---,0
2014/02/24,0,0,---,---,---,---,---,0
2014/02/25,0,0,---,---,---,---,---,0
2014/02/26,0,0,---,---,---,---,---,0
2014/02/27,0,0,---,---,---,---,---,0
2014/03/03,0,0,---,---,---,---,---,0
2014/03/04,129000,131600,1.00,1.13,1.00,1.13,0.24,4
2014/03/05,146000,193000,1.32,1.38,1.20,1.20,0.07,13
2014/03/06,120000,170450,1.34,1.59,1.34,1.59,0.39,9
2014/03/07,113000,190860,1.65,1.74,1.51,1.51,-0.08,12
2014/03/10,184000,303080,1.55,1.67,1.55,1.65,0.14,16
2014/03/11,132000,215680,1.65,1.65,1.57,1.57,-0.08,5
2014/03/12,20000,29200,1.46,1.46,1.46,1.46,-0.11,2
2014/03/13,139000,230680,1.62,1.77,1.62,1.74,0.28,5
2014/03/14,83000,160560,1.96,1.96,1.68,1.68,-0.06,4
2014/03/17,15000,24400,1.64,1.64,1.60,1.60,-0.08,2
2014/03/18,150000,245710,1.67,1.67,1.63,1.65,0.05,5
2014/03/19,140000,233200,1.74,1.74,1.64,1.64,-0.01,12
2014/03/20,6000,7890,1.34,1.34,1.29,1.29,-0.35,2
2014/03/21,10000,11900,1.15,1.23,1.15,1.23,-0.06,2
2014/03/24,10000,11300,1.12,1.14,1.12,1.14,-0.09,2
2014/03/25,0,0,---,---,---,---,---,0
2014/03/26,10000,12650,1.27,1.27,1.26,1.26,-0.06,2
2014/03/27,31000,48470,1.37,1.63,1.37,1.63,0.37,4
2014/03/28,16000,22910,1.47,1.47,1.40,1.43,-0.20,3
2014/03/31,6000,7890,1.34,1.34,1.29,1.29,-0.14,2
2014/04/01,212000,283440,1.38,1.38,1.32,1.36,0.07,10
2014/04/02,216000,289060,1.38,1.39,1.27,1.33,-0.03,23
2014/04/03,0,0,---,---,---,---,---,0
2014/04/07,0,0,---,---,---,---,---,0
2014/04/08,0,0,---,---,---,---,---,0
2014/04/09,0,0,---,---,---,---,---,0
2014/04/10,0,0,---,---,---,---,---,0
2014/04/11,26000,27970,1.12,1.12,0.97,0.97,-0.22,4
2014/04/14,26000,25180,1.01,1.01,0.95,0.95,-0.02,3
2014/04/15,5000,5150,1.03,1.03,1.03,1.03,0.08,1
2014/04/16,0,0,---,---,---,---,---,0
2014/04/17,0,0,---,---,---,---,---,0
2014/04/18,0,0,---,---,---,---,---,0
2014/04/21,0,0,---,---,---,---,---,0
2014/04/22,6000,6560,1.10,1.10,1.06,1.06,0.13,2
2014/04/23,0,0,---,---,---,---,---,0
2014/04/24,0,0,---,---,---,---,---,0
2014/04/25,0,0,---,---,---,---,---,0
2014/04/28,0,0,---,---,---,---,---,0
2014/04/29,0,0,---,---,---,---,---,0
2014/04/30,20000,16200,0.80,0.82,0.80,0.82,-0.05,2
2014/05/02,10000,8800,0.88,0.88,0.88,0.88,0.06,1
2014/05/05,0,0,---,---,---,---,---,0
2014/05/06,0,0,---,---,---,---,---,0
2014/05/07,0,0,---,---,---,---,---,0
2014/05/08,0,0,---,---,---,---,---,0
2014/05/09,0,0,---,---,---,---,---,0
2014/05/12,0,0,---,---,---,---,---,0
2014/05/13,0,0,---,---,---,---,---,0
2014/05/14,0,0,---,---,---,---,---,0
2014/05/15,0,0,---,---,---,---,---,0
2014/05/16,0,0,---,---,---,---,---,0
2014/05/19,0,0,---,---,---,---,---,0
2014/05/20,0,0,---,---,---,---,---,0
2014/05/21,0,0,---,---,---,---,---,0
2014/05/22,0,0,---,---,---,---,---,0
2014/05/23,0,0,---,---,---,---,---,0
2014/05/26,0,0,---,---,---,---,---,0
2014/05/27,6000,4500,0.75,0.75,0.75,0.75,0.08,1
2014/05/28,10000,7100,0.71,0.71,0.71,0.71,-0.04,1
2014/05/29,0,0,---,---,---,---,---,0
2014/05/30,0,0,---,---,---,---,---,0
2014/06/03,0,0,---,---,---,---,---,0
2014/06/04,30000,29600,1.00,1.01,0.97,0.97,0.29,4
2014/06/05,40000,38200,0.91,1.00,0.89,1.00,0.03,5
2014/06/06,20000,18400,0.92,0.92,0.92,0.92,-0.08,1
2014/06/09,0,0,---,---,---,---,---,0
2014/06/10,0,0,---,---,---,---,---,0
2014/06/11,0,0,---,---,---,---,---,0
2014/06/12,0,0,---,---,---,---,---,0
2014/06/13,0,0,---,---,---,---,---,0
2014/06/16,0,0,---,---,---,---,---,0
2014/06/17,0,0,---,---,---,---,---,0
2014/06/18,0,0,---,---,---,---,---,0
2014/06/19,0,0,---,---,---,---,---,0
2014/06/20,60000,54600,0.91,0.91,0.91,0.91,0.24,1
2014/06/23,60000,51600,0.86,0.86,0.86,0.86,-0.05,1
2014/06/24,0,0,---,---,---,---,---,0
2014/06/25,0,0,---,---,---,---,---,0
2014/06/26,0,0,---,---,---,---,---,0
2014/06/27,0,0,---,---,---,---,---,0
2014/06/30,0,0,---,---,---,---,---,0
2014/07/01,0,0,---,---,---,---,---,0
2014/07/02,99000,31180,0.31,0.32,0.31,0.32,0.02,2
2014/07/03,99000,32670,0.33,0.33,0.33,0.33,0.01,1
2014/07/04,0,0,---,---,---,---,---,0
2014/07/07,0,0,---,---,---,---,---,0
2014/07/08,0,0,---,---,---,---,---,0
2014/07/09,248000,74400,0.30,0.30,0.30,0.30,0.01,4
2014/07/10,0,0,---,---,---,---,---,0
2014/07/11,248000,49600,0.20,0.20,0.20,0.20,-0.07,4
2014/07/14,0,0,---,---,---,---,---,0
2014/07/15,0,0,---,---,---,---,---,0
2014/07/16,0,0,---,---,---,---,---,0
2014/07/17,0,0,---,---,---,---,---,0
2014/07/18,0,0,---,---,---,---,---,0
2014/07/21,0,0,---,---,---,---,---,0
2014/07/22,0,0,---,---,---,---,---,0
2014/07/24,0,0,---,---,---,---,---,0
2014/07/25,0,0,---,---,---,---,---,0
2014/07/28,0,0,---,---,---,---,---,0
2014/07/29,0,0,---,---,---,---,---,0
2014/07/30,0,0,---,---,---,---,---,0
2014/07/31,0,0,---,---,---,---,---,0
2014/08/01,0,0,---,---,---,---,---,0
2014/08/04,0,0,---,---,---,---,---,0
2014/08/05,0,0,---,---,---,---,---,0
2014/08/06,0,0,---,---,---,---,---,0
2014/08/07,0,0,---,---,---,---,---,0
2014/08/08,0,0,---,---,---,---,---,0
