Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2011/09/01,0,0,0.00,0.00,0.00,0.00,---,0
2011/09/02,689000,713900,1.08,1.09,0.99,1.00,-0.18,8
2011/09/05,2155000,2114450,1.01,1.06,0.94,1.00,0.00,34
2011/09/06,1702000,1756990,1.04,1.06,1.00,1.05,0.05,36
2011/09/07,99000,99200,0.98,1.03,0.96,0.96,-0.09,12
2011/09/08,80000,74130,0.89,0.95,0.89,0.94,-0.02,7
2011/09/09,60000,54430,0.91,0.94,0.88,0.92,-0.02,8
2011/09/13,98000,93120,0.98,0.98,0.93,0.96,0.04,10
2011/09/14,775000,730190,0.90,1.02,0.86,0.96,0.00,23
2011/09/15,1256000,1105170,0.89,0.94,0.84,0.94,-0.02,29
2011/09/16,1128000,1077160,0.95,0.98,0.92,0.97,0.03,44
2011/09/19,1320000,1269250,0.93,1.00,0.93,0.97,0.00,32
2011/09/20,700000,636640,0.94,0.94,0.84,0.85,-0.12,29
2011/09/21,446000,358870,0.81,0.83,0.79,0.79,-0.06,18
2011/09/22,720000,596320,0.83,0.84,0.80,0.83,0.04,24
2011/09/23,1263000,1264370,0.96,1.55,0.93,1.32,0.49,51
2011/09/26,1881000,1957630,1.25,1.25,0.99,1.02,-0.30,68
2011/09/27,925000,834700,0.90,0.94,0.86,0.90,-0.12,43
2011/09/28,1414000,1223090,0.85,0.90,0.83,0.88,-0.02,51
2011/09/29,2061000,2093350,0.94,1.09,0.93,1.01,0.13,78
2011/09/30,2102000,2195610,1.01,1.12,0.96,1.10,0.09,82
2011/10/03,3108000,3823480,1.25,1.30,1.19,1.21,0.11,90
2011/10/04,1819000,2249450,1.30,1.30,1.20,1.20,-0.01,51
2011/10/05,1578000,1732230,1.13,1.15,1.03,1.07,-0.13,71
2011/10/06,2639000,2688360,0.96,1.09,0.96,1.09,0.02,71
2011/10/07,1159000,1186460,1.04,1.07,0.99,1.03,-0.06,40
2011/10/11,606000,555220,0.94,0.94,0.89,0.91,-0.12,33
2011/10/12,552000,503940,0.89,0.95,0.89,0.95,0.04,25
2011/10/13,733000,648250,0.94,0.95,0.86,0.88,-0.07,39
2011/10/14,336000,286130,0.85,0.88,0.83,0.88,0.00,15
2011/10/17,420000,348850,0.81,0.85,0.80,0.84,-0.04,17
2011/10/18,1440000,1245700,0.87,0.88,0.83,0.85,0.01,34
2011/10/19,1529000,1227930,0.82,0.83,0.78,0.83,-0.02,35
2011/10/20,1034000,842000,0.80,0.84,0.80,0.82,-0.01,36
2011/10/21,1883000,1563040,0.82,0.86,0.79,0.83,0.01,52
2011/10/24,1634000,1199160,0.74,0.76,0.70,0.74,-0.09,47
2011/10/25,3712000,2709860,0.67,0.87,0.65,0.79,0.05,116
2011/10/26,2637000,2414550,0.85,0.96,0.85,0.91,0.12,105
2011/10/27,1584000,1385780,0.96,0.96,0.82,0.87,-0.04,78
2011/10/28,1800000,1549150,0.82,0.97,0.80,0.97,0.10,77
2011/10/31,2613000,2546760,0.94,1.04,0.89,1.02,0.05,79
2011/11/01,1054000,1025280,0.98,1.03,0.94,0.97,-0.05,27
2011/11/02,474000,427120,0.97,0.97,0.85,0.86,-0.11,18
2011/11/03,315000,286140,0.89,0.96,0.88,0.96,0.10,8
2011/11/04,60000,49900,0.83,0.84,0.83,0.84,-0.12,2
2011/11/07,361000,277840,0.82,0.82,0.74,0.76,-0.08,13
2011/11/08,848000,714690,0.80,0.88,0.80,0.85,0.09,29
2011/11/09,430000,368780,0.84,1.00,0.83,0.90,0.05,15
2011/11/10,596000,533370,0.86,0.93,0.85,0.92,0.02,19
2011/11/11,183000,160460,0.85,0.91,0.85,0.89,-0.03,6
2011/11/14,45000,37500,0.84,0.84,0.81,0.81,-0.08,3
2011/11/15,400000,323900,0.83,0.87,0.76,0.87,0.06,14
2011/11/16,711000,638780,0.87,0.95,0.86,0.93,0.06,24
2011/11/17,1236000,1228470,1.00,1.03,0.97,0.99,0.06,26
2011/11/18,2038000,2170890,1.04,1.17,1.01,1.08,0.09,51
2011/11/21,1017000,1094490,1.08,1.12,1.03,1.06,-0.02,33
2011/11/22,872000,988680,1.01,1.22,1.01,1.16,0.10,37
2011/11/23,640000,881520,1.29,1.48,1.29,1.47,0.31,26
2011/11/24,952000,1661670,1.55,1.80,1.55,1.71,0.24,30
2011/11/25,313000,556230,1.71,2.03,1.71,1.99,0.28,17
2011/11/28,29000,49540,1.99,1.99,1.60,1.60,-0.39,7
2011/11/29,193000,287370,1.57,1.57,1.48,1.48,-0.12,10
2011/11/30,164000,234920,1.51,1.51,1.42,1.45,-0.03,7
2011/12/01,389000,489690,1.15,1.34,1.15,1.34,-0.11,12
2011/12/02,382000,515670,1.34,1.39,1.32,1.37,0.03,10
2011/12/05,227000,329040,1.42,1.50,1.40,1.42,0.05,12
2011/12/06,289000,489720,1.57,1.80,1.56,1.80,0.38,12
2011/12/07,574000,1014170,1.83,1.83,1.69,1.76,-0.04,20
2011/12/08,94000,201200,2.08,2.20,2.08,2.20,0.44,7
2011/12/09,695000,1673770,2.43,2.47,2.24,2.45,0.25,29
2011/12/12,182000,455930,2.55,2.55,2.42,2.49,0.04,6
2011/12/13,31000,82870,2.66,2.72,2.57,2.57,0.08,5
2011/12/14,10000,23900,2.39,2.39,2.39,2.39,-0.18,1
2011/12/15,20000,50500,2.50,2.55,2.50,2.55,0.16,2
