Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2017/03/02,0,0,---,---,---,---,---,0
2017/03/03,5000,8500,1.70,1.70,1.70,1.70,-0.01,2
2017/03/06,184000,323650,1.74,1.77,1.70,1.77,0.07,7
2017/03/07,406000,740910,1.79,1.91,1.77,1.91,0.14,15
2017/03/08,378000,709620,1.88,1.92,1.82,1.88,-0.03,18
2017/03/09,116000,216520,1.88,1.88,1.85,1.87,-0.01,7
2017/03/10,312000,614400,1.90,2.06,1.90,1.97,0.10,15
2017/03/13,240000,466440,1.96,1.96,1.85,1.85,-0.12,15
2017/03/14,17000,29600,1.75,1.75,1.74,1.74,-0.11,2
2017/03/15,251000,454470,1.83,1.83,1.80,1.81,0.07,5
2017/03/16,271000,462870,1.72,1.73,1.69,1.69,-0.12,13
2017/03/17,20000,34000,1.70,1.70,1.70,1.70,0.01,1
2017/03/20,61000,104930,1.71,1.73,1.71,1.73,0.03,2
2017/03/21,31000,52390,1.69,1.69,1.69,1.69,-0.04,2
2017/03/22,0,0,---,---,---,---,---,0
2017/03/23,3000,5130,1.71,1.71,1.71,1.71,-0.04,1
2017/03/24,43000,75250,1.75,1.75,1.75,1.75,0.04,1
2017/03/27,43000,76110,1.77,1.77,1.77,1.77,0.02,1
2017/03/28,322000,571360,1.77,1.79,1.76,1.78,0.01,7
2017/03/29,145000,252020,1.71,1.77,1.71,1.77,-0.01,4
2017/03/30,233000,371040,1.72,1.72,1.51,1.55,-0.22,9
2017/03/31,142000,227620,1.61,1.61,1.60,1.61,0.06,4
2017/04/05,57000,93540,1.57,1.66,1.57,1.66,0.05,2
2017/04/06,273000,497360,1.72,1.87,1.71,1.87,0.21,12
2017/04/07,653000,1256830,1.83,2.06,1.78,2.00,0.13,26
2017/04/10,399000,798010,2.00,2.13,1.93,2.10,0.10,17
2017/04/11,331000,725610,2.15,2.36,2.15,2.36,0.26,8
2017/04/12,497000,1193550,2.40,2.50,2.37,2.42,0.06,19
2017/04/13,194000,466260,2.44,2.44,2.37,2.38,-0.04,14
2017/04/14,40000,96700,2.44,2.44,2.38,2.38,0.00,2
2017/04/17,131000,323530,2.41,2.71,2.41,2.58,0.20,6
2017/04/18,106000,270000,2.49,2.60,2.49,2.50,-0.08,6
2017/04/19,10000,25900,2.59,2.59,2.59,2.59,0.09,1
2017/04/20,5000,12950,2.59,2.59,2.59,2.59,0.00,1
2017/04/21,2000,5080,2.54,2.54,2.54,2.54,-0.05,1
2017/04/24,0,0,---,---,---,---,---,0
2017/04/25,13000,30710,2.39,2.39,2.27,2.27,-0.30,2
2017/04/26,275000,537030,2.13,2.13,1.95,1.95,-0.32,5
2017/04/27,125000,249780,1.95,2.04,1.95,2.00,0.05,8
2017/04/28,61000,119740,1.90,1.98,1.90,1.98,-0.02,3
2017/05/02,336000,574410,1.98,1.98,1.59,1.69,-0.29,15
2017/05/03,127000,218600,1.98,1.98,1.65,1.73,0.04,10
2017/05/04,67000,108560,1.60,1.73,1.60,1.73,0.00,6
2017/05/05,235000,392900,1.60,1.72,1.60,1.70,-0.03,7
2017/05/08,495000,942330,1.73,1.95,1.73,1.94,0.24,12
2017/05/09,320000,643930,1.90,2.19,1.86,2.17,0.23,17
2017/05/10,132000,251880,1.97,2.01,1.76,1.76,-0.41,8
2017/05/11,132000,225960,1.72,1.72,1.68,1.72,-0.04,7
2017/05/12,162000,269330,1.67,1.74,1.63,1.74,0.02,8
2017/05/15,45000,74150,1.68,1.68,1.63,1.64,-0.10,4
2017/05/16,53000,89880,1.66,1.72,1.66,1.72,0.08,6
2017/05/17,55000,95600,1.72,1.74,1.72,1.74,0.02,4
2017/05/18,100000,170870,1.78,1.78,1.67,1.69,-0.05,6
2017/05/19,13000,19500,1.50,1.50,1.50,1.50,-0.19,1
2017/05/22,20000,30000,1.50,1.50,1.50,1.50,0.00,1
2017/05/23,325000,418600,1.36,1.36,1.22,1.25,-0.25,16
2017/05/24,81000,97600,1.19,1.23,1.18,1.23,-0.02,6
2017/05/25,97000,115490,1.15,1.25,1.15,1.17,-0.06,8
2017/05/26,18000,21090,1.17,1.18,1.16,1.18,0.01,4
2017/05/31,8000,9760,1.22,1.22,1.22,1.22,0.04,1
2017/06/01,122000,128610,1.02,1.06,1.01,1.06,-0.16,16
2017/06/02,153000,138310,1.01,1.01,0.82,0.85,-0.21,15
2017/06/05,348000,228730,0.76,0.76,0.52,0.58,-0.18,41
2017/06/06,96000,50010,0.53,0.56,0.49,0.49,-0.09,12
