Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2017/02/10,0,0,---,---,---,---,---,0
2017/02/13,71000,62320,0.90,0.90,0.83,0.84,-0.15,5
2017/02/14,458000,412790,0.89,0.93,0.88,0.91,0.07,11
2017/02/15,418000,358320,0.88,0.88,0.85,0.88,-0.03,10
2017/02/16,478000,443130,0.87,0.94,0.87,0.93,0.05,11
2017/02/17,466000,429510,0.91,0.95,0.90,0.95,0.02,9
2017/02/20,521000,520230,0.99,1.02,0.98,1.01,-0.01,13
2017/02/21,80000,74200,0.94,0.94,0.91,0.93,-0.08,6
2017/02/22,65000,57700,0.90,0.90,0.87,0.89,-0.04,6
2017/02/23,30000,25600,0.86,0.86,0.84,0.84,-0.05,2
2017/02/24,45000,33400,0.76,0.76,0.73,0.73,-0.11,3
2017/03/01,20000,14800,0.72,0.76,0.72,0.76,0.03,3
2017/03/02,434000,345350,0.80,0.82,0.75,0.75,-0.01,9
2017/03/03,467000,358330,0.74,0.78,0.74,0.76,0.01,10
2017/03/06,1902000,1776620,0.77,1.06,0.77,1.01,0.25,50
2017/03/07,2131000,2233180,1.03,1.09,1.00,1.06,0.05,56
2017/03/08,478000,441920,1.00,1.00,0.85,0.95,-0.11,19
2017/03/09,217000,209580,0.94,0.97,0.91,0.96,0.01,10
2017/03/10,179000,165240,0.93,0.93,0.89,0.90,-0.06,6
2017/03/13,5000,4450,0.89,0.89,0.89,0.89,-0.01,1
2017/03/14,229000,221900,0.94,0.97,0.94,0.95,0.06,5
2017/03/15,238000,221300,0.91,0.95,0.91,0.95,0.00,4
2017/03/16,5000,4400,0.88,0.88,0.88,0.88,-0.07,1
2017/03/17,15000,13300,0.88,0.89,0.88,0.89,0.01,2
2017/03/20,420000,408570,0.93,1.01,0.92,1.00,0.11,11
2017/03/21,394000,387040,0.96,1.00,0.93,1.00,0.00,6
2017/03/22,0,0,---,---,---,---,---,0
2017/03/23,1989000,2029480,0.93,1.07,0.93,1.04,0.13,28
2017/03/24,1782000,2204300,1.20,1.45,1.18,1.45,0.41,65
2017/03/27,572000,700870,1.20,1.25,1.19,1.20,-0.25,25
2017/03/28,65000,72710,1.15,1.15,1.08,1.09,-0.11,5
2017/03/29,70000,88500,1.23,1.30,1.23,1.23,0.14,7
2017/03/30,350000,448660,1.18,1.32,1.18,1.32,0.09,12
2017/03/31,134000,162660,1.24,1.24,1.16,1.18,-0.14,7
2017/04/05,20000,24400,1.19,1.25,1.19,1.25,0.07,2
2017/04/06,10000,12200,1.22,1.22,1.22,1.22,-0.03,1
2017/04/07,2000,2150,1.05,1.10,1.05,1.10,-0.12,2
2017/04/10,10000,11800,1.18,1.18,1.18,1.18,0.08,1
2017/04/11,20000,23000,1.19,1.19,1.11,1.11,-0.07,2
2017/04/12,88000,91930,1.05,1.05,1.02,1.02,-0.09,5
2017/04/13,0,0,---,---,---,---,---,0
2017/04/14,57000,52580,0.93,0.93,0.92,0.92,-0.09,2
2017/04/17,0,0,---,---,---,---,---,0
2017/04/18,0,0,---,---,---,---,---,0
2017/04/19,200000,150000,0.75,0.75,0.75,0.75,-0.04,1
2017/04/20,827000,611810,0.72,0.78,0.71,0.78,0.03,9
2017/04/21,624000,454870,0.77,0.77,0.68,0.68,-0.10,5
2017/04/24,352000,253660,0.70,0.76,0.69,0.74,0.06,13
2017/04/25,1052000,905640,0.78,0.95,0.78,0.91,0.17,21
2017/04/26,814000,717630,0.91,0.91,0.83,0.83,-0.08,17
2017/04/27,232000,200830,0.85,0.90,0.85,0.90,0.07,5
2017/04/28,219000,189930,0.88,0.88,0.84,0.84,-0.06,4
2017/05/02,80000,69400,0.88,0.88,0.86,0.86,0.02,2
2017/05/03,141000,109110,0.80,0.80,0.75,0.75,-0.11,6
2017/05/04,100000,71400,0.75,0.75,0.69,0.69,-0.06,6
2017/05/05,399000,234540,0.59,0.62,0.56,0.56,-0.13,15
2017/05/08,636000,312000,0.49,0.51,0.46,0.50,-0.06,10
2017/05/09,461000,288470,0.58,0.70,0.58,0.69,0.19,13
2017/05/10,698000,491930,0.70,0.72,0.69,0.72,0.03,12
2017/05/11,667000,476090,0.71,0.75,0.69,0.74,0.02,23
2017/05/12,313000,234850,0.76,0.76,0.75,0.75,0.01,3
2017/05/15,111000,87540,0.79,0.79,0.78,0.79,0.04,4
2017/05/16,100000,84930,0.85,0.85,0.84,0.84,0.05,3
2017/05/17,3000,2190,0.73,0.73,0.73,0.73,-0.11,1
2017/05/18,288000,210900,0.73,0.74,0.73,0.74,0.01,4
2017/05/19,580000,427650,0.72,0.80,0.68,0.80,0.06,9
2017/05/22,319000,218000,0.68,0.70,0.65,0.67,-0.13,8
2017/05/23,15000,10050,0.67,0.67,0.67,0.67,0.00,2
2017/05/24,0,0,---,---,---,---,---,0
2017/05/25,0,0,---,---,---,---,---,0
2017/05/26,10000,6500,0.65,0.65,0.65,0.65,-0.03,1
2017/05/31,232000,155440,0.67,0.67,0.67,0.67,0.02,4
2017/06/01,454000,315180,0.66,0.70,0.66,0.70,0.03,7
2017/06/02,449000,319880,0.70,0.73,0.69,0.73,0.03,8
2017/06/05,611000,426240,0.67,0.76,0.67,0.75,0.07,15
2017/06/06,795000,578540,0.73,0.74,0.69,0.74,-0.01,18
2017/06/07,260000,207550,0.78,0.91,0.78,0.88,0.14,12
2017/06/08,57000,46880,0.85,0.85,0.81,0.81,-0.07,5
2017/06/09,30000,26400,0.83,0.92,0.83,0.89,0.08,3
2017/06/12,152000,149990,0.84,1.13,0.84,1.02,0.13,16
2017/06/13,134000,130400,0.99,1.01,0.93,1.00,-0.02,12
2017/06/14,10000,10100,1.01,1.01,1.01,1.01,0.01,1
2017/06/15,10000,9600,0.96,0.96,0.96,0.96,-0.05,1
2017/06/16,20000,17200,0.84,0.88,0.84,0.88,-0.08,2
2017/06/19,10000,9200,0.92,0.92,0.92,0.92,0.04,1
2017/06/20,0,0,---,---,---,---,---,0
2017/06/21,0,0,---,---,---,---,---,0
2017/06/22,0,0,---,---,---,---,---,0
2017/06/23,401000,360900,0.90,0.90,0.90,0.90,0.02,1
2017/06/27,75000,72350,0.96,0.99,0.94,0.94,-0.10,8
2017/06/28,120000,134300,1.06,1.14,1.06,1.14,+0.20,12
2017/06/29,125000,143450,1.21,1.21,1.03,1.03,-0.11,6
2017/06/30,0,0,---,---,---,---,---,0
2017/07/03,0,0,---,---,---,---,---,0
2017/07/04,32000,33160,1.03,1.05,1.03,1.05,+0.10,2
2017/07/05,32000,29720,0.93,0.93,0.92,0.92,-0.13,5
2017/07/06,0,0,---,---,---,---,---,0
2017/07/07,0,0,---,---,---,---,---,0
2017/07/10,0,0,---,---,---,---,---,0
2017/07/11,0,0,---,---,---,---,---,0
2017/07/12,0,0,---,---,---,---,---,0
2017/07/13,0,0,---,---,---,---,---,0
2017/07/14,50000,38000,0.76,0.76,0.76,0.76,-0.06,1
2017/07/17,0,0,---,---,---,---,---,0
2017/07/18,0,0,---,---,---,---,---,0
2017/07/19,0,0,---,---,---,---,---,0
2017/07/20,0,0,---,---,---,---,---,0
2017/07/21,0,0,---,---,---,---,---,0
2017/07/24,0,0,---,---,---,---,---,0
2017/07/25,0,0,---,---,---,---,---,0
2017/07/26,0,0,---,---,---,---,---,0
2017/07/27,0,0,---,---,---,---,---,0
2017/07/28,0,0,---,---,---,---,---,0
2017/07/31,0,0,---,---,---,---,---,0
2017/08/01,0,0,---,---,---,---,---,0
2017/08/02,0,0,---,---,---,---,---,0
2017/08/03,0,0,---,---,---,---,---,0
2017/08/04,0,0,---,---,---,---,---,0
2017/08/07,0,0,---,---,---,---,---,0
