Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2015/01/29,152000,211340,1.41,1.41,1.39,1.39,0.00,2
2015/01/30,149000,208600,1.40,1.40,1.40,1.40,0.01,1
2015/02/02,8000,11450,1.45,1.45,1.40,1.40,0.00,2
2015/02/03,1000,1430,1.43,1.43,1.43,1.43,0.03,1
2015/02/04,2000,2720,1.36,1.36,1.36,1.36,-0.07,2
2015/02/05,8000,11010,1.35,1.38,1.35,1.38,0.02,3
2015/02/06,7000,9660,1.38,1.38,1.38,1.38,0.00,1
2015/02/09,100000,142000,1.42,1.42,1.42,1.42,0.04,1
2015/02/10,1000,1340,1.34,1.34,1.34,1.34,-0.08,1
2015/02/11,469000,663650,1.38,1.50,1.37,1.46,0.12,12
2015/02/12,96000,135430,1.43,1.43,1.38,1.41,-0.05,4
2015/02/13,290000,407500,1.41,1.41,1.37,1.37,-0.04,3
2015/02/24,363000,570990,1.58,1.58,1.53,1.55,0.18,7
2015/02/25,462000,651020,1.45,1.45,1.37,1.42,-0.13,10
2015/02/26,349000,522580,1.42,1.52,1.40,1.49,0.07,19
2015/03/02,352000,546310,1.49,1.58,1.49,1.56,0.07,9
2015/03/03,198000,352680,1.69,1.87,1.69,1.83,0.27,10
2015/03/04,124000,230140,1.86,1.94,1.83,1.85,0.02,10
2015/03/05,365000,755400,1.85,2.28,1.85,2.28,0.43,14
2015/03/06,259000,652920,2.49,2.60,2.47,2.49,0.21,10
2015/03/09,12000,28380,2.34,2.40,2.32,2.38,-0.11,5
2015/03/10,55000,134320,2.38,2.52,2.38,2.42,0.04,8
2015/03/11,30000,72000,2.40,2.40,2.40,2.40,-0.02,3
2015/03/12,5000,12800,2.56,2.56,2.56,2.56,0.16,1
2015/03/13,10000,25000,2.50,2.50,2.50,2.50,-0.06,1
2015/03/16,20000,41500,2.08,2.14,2.04,2.04,-0.46,3
2015/03/17,35000,79450,2.17,2.33,2.17,2.33,0.29,4
2015/03/18,21000,50900,2.37,2.50,2.37,2.46,0.13,5
2015/03/19,20000,50400,2.52,2.52,2.52,2.52,0.06,2
2015/03/20,25000,64500,2.53,2.65,2.53,2.65,0.13,4
2015/03/23,5000,12400,2.48,2.48,2.48,2.48,-0.17,1
2015/03/24,10000,23500,2.35,2.35,2.35,2.35,-0.13,1
2015/03/25,10000,22500,2.25,2.25,2.25,2.25,-0.10,1
2015/03/26,15000,34250,2.28,2.29,2.28,2.29,0.04,2
2015/03/27,35000,78300,2.38,2.38,2.10,2.10,-0.19,4
2015/03/30,10000,21800,2.18,2.18,2.18,2.18,0.08,1
2015/03/31,40000,91300,2.20,2.35,2.20,2.35,0.17,4
2015/04/01,40000,92000,2.28,2.33,2.26,2.33,-0.02,3
2015/04/02,10000,22600,2.26,2.26,2.26,2.26,-0.07,1
2015/04/07,0,0,---,---,---,---,---,0
2015/04/08,0,0,---,---,---,---,---,0
2015/04/09,0,0,---,---,---,---,---,0
2015/04/10,0,0,---,---,---,---,---,0
2015/04/13,10000,25000,2.50,2.50,2.50,2.50,0.09,1
2015/04/14,0,0,---,---,---,---,---,0
2015/04/15,0,0,---,---,---,---,---,0
2015/04/16,0,0,---,---,---,---,---,0
2015/04/17,13000,27640,2.11,2.18,2.11,2.18,-0.37,3
2015/04/20,0,0,---,---,---,---,---,0
2015/04/21,20000,50800,2.57,2.57,2.51,2.51,0.13,2
2015/04/22,0,0,---,---,---,---,---,0
2015/04/23,2000,7720,3.86,3.86,3.86,3.86,0.70,1
2015/04/24,0,0,---,---,---,---,---,0
2015/04/27,0,0,---,---,---,---,---,0
2015/04/28,0,0,---,---,---,---,---,0
2015/04/29,0,0,---,---,---,---,---,0
2015/04/30,0,0,---,---,---,---,---,0
2015/05/04,0,0,---,---,---,---,---,0
2015/05/05,0,0,---,---,---,---,---,0
2015/05/06,0,0,---,---,---,---,---,0
2015/05/07,0,0,---,---,---,---,---,0
2015/05/08,0,0,---,---,---,---,---,0
