Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2013/04/09,407000,503990,1.27,1.29,1.19,1.19,0.00,9
2013/04/10,337000,425200,1.24,1.27,1.22,1.27,0.08,6
2013/04/11,123000,171590,1.37,1.43,1.37,1.38,0.11,9
2013/04/12,141000,188690,1.37,1.37,1.26,1.34,-0.04,10
2013/04/15,868000,1128700,1.32,1.33,1.27,1.30,-0.04,16
2013/04/16,908000,1115840,1.25,1.28,1.16,1.25,-0.05,31
2013/04/17,515000,649160,1.31,1.31,1.15,1.16,-0.09,18
2013/04/18,1038000,1181920,1.07,1.18,1.07,1.12,-0.04,24
2013/04/19,327000,375660,1.12,1.20,1.11,1.16,0.04,15
2013/04/22,249000,275230,1.18,1.18,1.07,1.07,-0.09,9
2013/04/23,241000,263810,1.10,1.21,1.06,1.17,0.10,16
2013/04/24,1703000,2223630,1.19,1.45,1.19,1.45,0.28,47
2013/04/25,1546000,2358700,1.43,1.63,1.40,1.45,0.00,58
2013/04/26,480000,669230,1.48,1.49,1.28,1.28,-0.17,15
2013/04/29,366000,461170,1.34,1.34,1.24,1.25,-0.03,13
2013/04/30,324000,438520,1.33,1.38,1.33,1.33,0.08,9
2013/05/02,1076000,1620420,1.80,1.80,1.45,1.47,0.14,25
2013/05/03,279000,393940,1.45,1.49,1.36,1.36,-0.11,9
2013/05/06,412000,535960,1.35,1.35,1.28,1.29,-0.07,17
2013/05/07,361000,492550,1.42,1.42,1.31,1.37,0.08,14
2013/05/08,1011000,1274600,1.33,1.33,1.22,1.23,-0.14,19
2013/05/09,399000,471640,1.25,1.25,1.15,1.15,-0.08,13
2013/05/10,378000,394590,1.07,1.09,1.00,1.09,-0.06,12
2013/05/13,20000,21600,1.08,1.08,1.08,1.08,-0.01,2
2013/05/14,206000,237050,1.10,1.20,1.10,1.19,0.11,12
2013/05/15,41000,49010,1.21,1.23,1.16,1.16,-0.03,3
2013/05/16,710000,832810,1.21,1.21,1.13,1.13,-0.03,13
2013/05/17,367000,451690,1.17,1.36,1.17,1.36,0.23,8
2013/05/20,815000,1191370,1.39,1.48,1.39,1.39,0.03,20
2013/05/21,70000,95300,1.39,1.39,1.25,1.25,-0.14,4
2013/05/22,30000,37500,1.25,1.25,1.25,1.25,0.00,1
2013/05/23,11000,13750,1.25,1.25,1.25,1.25,0.00,1
2013/05/24,317000,353630,1.11,1.15,1.11,1.11,-0.14,5
2013/05/27,297000,366120,1.20,1.26,1.20,1.22,0.11,5
2013/05/28,45000,63000,1.40,1.40,1.40,1.40,0.18,3
2013/05/29,66000,116520,1.72,1.81,1.72,1.81,0.41,6
2013/05/30,211000,403700,2.00,2.00,1.86,1.86,0.05,11
2013/05/31,210000,390900,1.88,1.89,1.84,1.86,0.00,5
2013/06/03,11000,22570,1.87,2.07,1.87,2.07,0.21,2
2013/06/04,20000,44700,2.29,2.29,2.18,2.18,0.11,2
2013/06/05,99000,203940,2.06,2.06,2.06,2.06,-0.12,1
2013/06/06,26000,54880,2.08,2.24,2.08,2.24,0.18,2
2013/06/07,10000,22050,2.34,2.34,2.07,2.07,-0.17,2
2013/06/10,1000,2120,2.12,2.12,2.12,2.12,0.05,1
2013/06/11,13000,28990,2.12,2.33,2.12,2.24,0.12,4
2013/06/13,1000,2290,2.29,2.29,2.29,2.29,0.05,1
2013/06/14,0,0,---,---,---,---,---,0
2013/06/17,2000,3670,1.79,1.88,1.79,1.88,0.26,2
2013/06/18,2000,4140,2.09,2.09,2.05,2.05,0.17,2
2013/06/19,0,0,---,---,---,---,---,0
2013/06/20,0,0,---,---,---,---,---,0
