Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/04/13,175000,190750,1.09,1.09,1.09,1.09,0.02,1
2016/04/14,264000,292430,1.08,1.14,1.08,1.14,0.05,4
2016/04/15,89000,101460,1.14,1.14,1.14,1.14,0.00,1
2016/04/18,93000,108810,1.17,1.17,1.17,1.17,0.03,1
2016/04/19,93000,106950,1.15,1.15,1.15,1.15,-0.02,1
2016/04/20,10000,10500,1.05,1.05,1.05,1.05,-0.10,1
2016/04/21,606000,642450,1.02,1.11,1.02,1.11,0.06,8
2016/04/22,1630000,1913120,1.07,1.25,1.07,1.18,0.07,34
2016/04/25,1096000,1184290,1.07,1.12,1.03,1.07,-0.11,10
2016/04/26,612000,671420,1.08,1.11,1.07,1.07,0.00,6
2016/04/27,749000,833730,1.06,1.18,1.06,1.11,0.04,18
2016/04/28,484000,498020,1.11,1.11,0.91,1.06,-0.05,12
2016/04/29,130000,129300,1.00,1.00,0.99,0.99,-0.07,2
2016/05/03,20000,16200,0.81,0.81,0.81,0.81,-0.18,1
2016/05/04,0,0,---,---,---,---,---,0
2016/05/05,0,0,---,---,---,---,---,0
2016/05/06,0,0,---,---,---,---,---,0
2016/05/09,10000,6100,0.61,0.61,0.61,0.61,-0.20,1
2016/05/10,2000,1200,0.60,0.60,0.60,0.60,-0.01,1
2016/05/11,0,0,---,---,---,---,---,0
2016/05/12,0,0,---,---,---,---,---,0
2016/05/13,50000,20000,0.40,0.40,0.40,0.40,-0.01,3
2016/05/16,185000,64760,0.32,0.36,0.32,0.36,-0.04,3
2016/05/17,139000,48650,0.35,0.35,0.35,0.35,-0.01,1
2016/05/18,0,0,---,---,---,---,---,0
2016/05/19,0,0,---,---,---,---,---,0
2016/05/20,0,0,---,---,---,---,---,0
2016/05/23,0,0,---,---,---,---,---,0
2016/05/24,0,0,---,---,---,---,---,0
2016/05/25,0,0,---,---,---,---,---,0
2016/05/26,0,0,---,---,---,---,---,0
2016/05/27,0,0,---,---,---,---,---,0
2016/05/30,0,0,---,---,---,---,---,0
2016/05/31,0,0,---,---,---,---,---,0
2016/06/01,0,0,---,---,---,---,---,0
2016/06/02,0,0,---,---,---,---,---,0
2016/06/03,0,0,---,---,---,---,---,0
2016/06/06,0,0,---,---,---,---,---,0
2016/06/07,0,0,---,---,---,---,---,0
2016/06/08,0,0,---,---,---,---,---,0
2016/06/13,0,0,---,---,---,---,---,0
2016/06/14,0,0,---,---,---,---,---,0
2016/06/15,0,0,---,---,---,---,---,0
2016/06/16,0,0,---,---,---,---,---,0
2016/06/17,0,0,---,---,---,---,---,0
2016/06/20,0,0,---,---,---,---,---,0
2016/06/21,0,0,---,---,---,---,---,0
2016/06/22,0,0,---,---,---,---,---,0
2016/06/23,0,0,---,---,---,---,---,0
2016/06/24,125000,27500,0.22,0.22,0.22,0.22,-0.06,1
2016/06/27,125000,27500,0.22,0.22,0.22,0.22,0.00,1
2016/06/28,0,0,---,---,---,---,---,0
2016/06/29,0,0,---,---,---,---,---,0
2016/06/30,169000,42250,0.25,0.25,0.25,0.25,0.02,1
2016/07/01,168000,40320,0.24,0.24,0.24,0.24,-0.01,1
2016/07/04,0,0,---,---,---,---,---,0
2016/07/05,0,0,---,---,---,---,---,0
2016/07/06,0,0,---,---,---,---,---,0
2016/07/07,0,0,---,---,---,---,---,0
2016/07/11,1000,230,0.23,0.23,0.23,0.23,-0.06,1
2016/07/12,0,0,---,---,---,---,---,0
2016/07/13,0,0,---,---,---,---,---,0
2016/07/14,0,0,---,---,---,---,---,0
2016/07/15,0,0,---,---,---,---,---,0
2016/07/18,0,0,---,---,---,---,---,0
2016/07/19,0,0,---,---,---,---,---,0
2016/07/20,0,0,---,---,---,---,---,0
2016/07/21,0,0,---,---,---,---,---,0
2016/07/22,10000,3300,0.33,0.33,0.33,0.33,0.02,1
2016/07/25,30000,10400,0.35,0.35,0.34,0.34,0.01,2
2016/07/26,239000,74490,0.32,0.32,0.31,0.31,-0.03,2
