Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/11/15,301000,347180,1.15,1.17,1.15,1.17,0.09,4
2016/11/16,70000,78600,1.12,1.14,1.10,1.12,-0.05,5
2016/11/17,331000,364380,1.10,1.11,1.09,1.11,-0.01,3
2016/11/18,391000,466870,1.13,1.21,1.13,1.21,0.10,9
2016/11/21,8000,9600,1.20,1.20,1.20,1.20,-0.01,1
2016/11/22,30000,34400,1.16,1.16,1.13,1.13,-0.07,3
2016/11/23,30000,35200,1.18,1.18,1.17,1.17,0.04,2
2016/11/24,26000,31380,1.21,1.21,1.20,1.21,0.04,3
2016/11/25,2000,2340,1.17,1.17,1.17,1.17,-0.04,1
2016/11/28,26000,30200,1.18,1.18,1.16,1.16,-0.01,2
2016/11/29,2000,2260,1.13,1.13,1.13,1.13,-0.03,1
2016/11/30,0,0,---,---,---,---,---,0
2016/12/01,107000,126380,1.17,1.22,1.17,1.20,0.06,5
2016/12/02,107000,123330,1.17,1.17,1.15,1.15,-0.05,3
2016/12/05,0,0,---,---,---,---,---,0
2016/12/06,0,0,---,---,---,---,---,0
2016/12/07,0,0,---,---,---,---,---,0
2016/12/08,0,0,---,---,---,---,---,0
2016/12/09,0,0,---,---,---,---,---,0
2016/12/12,0,0,---,---,---,---,---,0
2016/12/13,0,0,---,---,---,---,---,0
2016/12/14,0,0,---,---,---,---,---,0
2016/12/15,15000,13800,0.92,0.92,0.92,0.92,-0.09,1
2016/12/16,15000,13650,0.91,0.91,0.91,0.91,-0.01,1
2016/12/19,5000,4500,0.90,0.90,0.90,0.90,-0.01,1
2016/12/20,0,0,---,---,---,---,---,0
2016/12/21,0,0,---,---,---,---,---,0
2016/12/22,0,0,---,---,---,---,---,0
2016/12/23,0,0,---,---,---,---,---,0
2016/12/26,0,0,---,---,---,---,---,0
2016/12/27,0,0,---,---,---,---,---,0
2016/12/28,0,0,---,---,---,---,---,0
2016/12/29,0,0,---,---,---,---,---,0
2016/12/30,92000,77280,0.84,0.84,0.84,0.84,0.06,1
2017/01/03,92000,75440,0.82,0.82,0.82,0.82,-0.02,1
2017/01/04,0,0,---,---,---,---,---,0
2017/01/05,61000,54700,0.88,0.93,0.88,0.93,0.11,7
2017/01/06,61000,55600,0.91,0.92,0.91,0.92,-0.01,4
2017/01/09,300000,282000,0.94,0.94,0.94,0.94,0.02,3
2017/01/10,609000,561200,0.95,0.95,0.90,0.91,-0.03,5
2017/01/11,0,0,---,---,---,---,---,0
2017/01/12,0,0,---,---,---,---,---,0
2017/01/13,15000,12550,0.84,0.84,0.83,0.83,-0.04,2
2017/01/16,0,0,---,---,---,---,---,0
