Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2017/03/03,0,0,---,---,---,---,---,0
2017/03/06,319000,314400,0.96,1.06,0.96,1.03,0.14,9
2017/03/07,311000,309360,1.02,1.06,0.98,1.03,0.00,11
2017/03/08,113000,125610,1.03,1.12,1.03,1.12,0.09,7
2017/03/09,203000,224470,1.05,1.19,1.03,1.17,0.05,13
2017/03/10,53000,61360,1.13,1.18,1.12,1.12,-0.05,5
2017/03/13,156000,170930,1.07,1.10,1.03,1.03,-0.09,5
2017/03/14,130000,138880,1.07,1.07,1.06,1.07,0.04,8
2017/03/15,10000,10800,1.08,1.08,1.08,1.08,0.01,1
2017/03/16,57000,62310,1.09,1.10,1.09,1.10,0.02,2
2017/03/17,168000,175530,1.01,1.12,1.01,1.12,0.02,8
2017/03/20,108000,120420,1.10,1.12,1.10,1.11,-0.01,5
2017/03/21,1000,1040,1.04,1.04,1.04,1.04,-0.07,1
2017/03/22,6000,6220,1.02,1.06,1.02,1.05,0.01,3
2017/03/23,142000,150740,1.13,1.18,0.99,0.99,-0.06,5
2017/03/24,155000,147930,0.96,0.97,0.95,0.95,-0.04,5
2017/03/27,3000,2510,0.85,0.85,0.82,0.82,-0.13,3
2017/03/28,37000,29010,0.78,0.79,0.78,0.79,-0.03,5
2017/03/29,130000,110700,0.85,0.89,0.80,0.81,0.02,12
2017/03/30,101000,77250,0.79,0.79,0.75,0.76,-0.05,5
2017/03/31,11000,8240,0.75,0.75,0.74,0.74,-0.02,2
2017/04/05,41000,35720,0.81,0.94,0.81,0.92,0.18,5
2017/04/06,173000,171420,0.94,1.05,0.91,1.03,0.11,21
2017/04/07,78000,73480,0.99,0.99,0.91,0.94,-0.09,8
2017/04/10,115000,106400,0.96,0.96,0.90,0.91,-0.03,11
2017/04/11,287000,277250,0.90,0.98,0.90,0.95,0.04,12
2017/04/12,80000,76200,0.96,0.96,0.95,0.95,0.00,4
2017/04/13,230000,205800,0.91,0.91,0.88,0.88,-0.07,5
2017/04/14,0,0,---,---,---,---,---,0
2017/04/17,0,0,---,---,---,---,---,0
2017/04/18,100000,83500,0.84,0.84,0.83,0.83,0.05,2
2017/04/19,100000,80000,0.79,0.81,0.79,0.81,-0.02,4
2017/04/20,718000,627440,0.78,0.92,0.78,0.89,0.08,21
2017/04/21,580000,529670,0.92,0.93,0.89,0.90,0.01,32
2017/04/24,50000,42000,0.84,0.84,0.84,0.84,-0.06,1
2017/04/25,623000,571690,0.88,0.95,0.88,0.93,0.09,12
2017/04/26,1463000,1402070,0.92,1.03,0.88,1.00,0.07,25
2017/04/27,481000,432320,0.93,0.93,0.84,0.88,-0.12,19
2017/04/28,98000,87440,0.89,0.90,0.87,0.87,-0.01,9
2017/05/02,58000,53610,0.97,0.97,0.89,0.89,0.02,5
2017/05/03,10000,8450,0.85,0.85,0.84,0.84,-0.05,2
2017/05/04,35000,30550,0.87,0.89,0.87,0.89,0.05,2
2017/05/05,0,0,---,---,---,---,---,0
2017/05/08,175000,144200,0.83,0.83,0.82,0.83,-0.03,7
2017/05/09,310000,235200,0.84,0.84,0.73,0.73,-0.10,10
2017/05/10,356000,275150,0.76,0.79,0.76,0.76,0.03,11
2017/05/11,102000,81450,0.80,0.80,0.77,0.77,0.01,3
2017/05/12,266000,183500,0.71,0.71,0.67,0.67,-0.10,7
2017/05/15,295000,185850,0.63,0.63,0.63,0.63,-0.04,7
2017/05/16,951000,606200,0.65,0.66,0.62,0.63,0.00,16
2017/05/17,915000,672260,0.70,0.79,0.70,0.73,0.10,23
2017/05/18,988000,672610,0.67,0.70,0.65,0.69,-0.04,22
2017/05/19,627000,438940,0.68,0.76,0.67,0.74,0.05,11
2017/05/22,950000,693900,0.71,0.75,0.70,0.75,0.01,21
2017/05/23,843000,631250,0.74,0.76,0.73,0.76,0.01,20
2017/05/24,751000,612910,0.75,0.86,0.75,0.81,0.05,16
2017/05/25,632000,503610,0.84,0.84,0.75,0.76,-0.05,17
2017/05/26,600000,415100,0.74,0.74,0.67,0.70,-0.06,12
2017/05/31,260000,189800,0.73,0.73,0.73,0.73,0.03,3
2017/06/01,486000,406870,0.79,0.87,0.79,0.79,0.06,13
2017/06/02,431000,327360,0.78,0.78,0.75,0.75,-0.04,9
2017/06/05,3315000,3079540,0.80,1.05,0.80,1.05,0.23,71
2017/06/06,1288000,1211240,0.98,1.00,0.89,0.89,-0.16,40
2017/06/07,659000,572050,0.85,0.95,0.81,0.94,0.05,16
2017/06/08,2391000,2448430,0.92,1.10,0.92,1.04,0.10,47
2017/06/09,1885000,2068560,1.06,1.18,1.03,1.10,0.06,47
2017/06/12,917000,940890,1.01,1.20,0.94,1.20,0.10,30
2017/06/13,280000,310750,1.09,1.12,1.09,1.10,-0.10,10
2017/06/14,90000,87730,1.07,1.09,0.92,0.92,-0.18,8
