Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/06/16,0,0,---,---,---,---,---,0
2016/06/17,2000,2210,1.11,1.11,1.10,1.10,-0.03,2
2016/06/20,22000,22860,1.03,1.04,1.03,1.04,-0.06,4
2016/06/21,55000,58040,1.06,1.07,1.05,1.05,0.01,8
2016/06/22,228000,251360,1.09,1.12,1.09,1.12,0.07,10
2016/06/23,238000,258450,1.05,1.09,1.05,1.09,-0.03,8
2016/06/24,1039000,1198030,1.09,1.19,1.09,1.19,0.10,21
2016/06/27,703000,804390,1.17,1.17,1.11,1.12,-0.07,8
2016/06/28,174000,183200,1.08,1.08,1.04,1.04,-0.08,11
2016/06/29,41000,42020,1.02,1.03,1.01,1.03,-0.01,4
2016/06/30,42000,42780,1.01,1.04,1.01,1.04,0.01,3
2016/07/01,29000,29190,1.01,1.02,0.99,1.00,-0.04,4
2016/07/04,303000,300130,0.97,1.00,0.97,0.99,-0.01,12
2016/07/05,228000,214480,0.96,0.96,0.92,0.92,-0.07,9
2016/07/06,79000,76920,0.97,0.98,0.96,0.97,0.05,8
2016/07/07,105000,98150,0.94,0.94,0.93,0.93,-0.04,4
2016/07/11,80000,64960,0.83,0.83,0.78,0.79,-0.14,11
2016/07/12,315000,230840,0.78,0.78,0.69,0.78,-0.01,33
2016/07/13,142000,101610,0.78,0.78,0.70,0.70,-0.08,17
2016/07/14,55000,39900,0.73,0.73,0.72,0.72,0.02,4
2016/07/15,37000,26300,0.70,0.72,0.70,0.72,0.00,5
2016/07/18,297000,191890,0.68,0.68,0.62,0.63,-0.09,21
2016/07/19,138000,87210,0.64,0.65,0.62,0.62,-0.01,7
2016/07/20,87000,54280,0.61,0.64,0.61,0.64,0.02,6
2016/07/21,40000,24800,0.62,0.62,0.62,0.62,-0.02,1
2016/07/22,57000,36490,0.64,0.65,0.64,0.65,0.03,4
2016/07/25,126000,79460,0.62,0.66,0.62,0.65,0.00,5
2016/07/26,12000,7340,0.63,0.63,0.61,0.61,-0.04,3
2016/07/27,20000,12150,0.60,0.61,0.60,0.61,0.00,4
2016/07/28,210000,125950,0.61,0.61,0.58,0.61,0.00,9
2016/07/29,109000,62720,0.58,0.58,0.56,0.56,-0.05,7
2016/08/01,321000,159600,0.51,0.51,0.46,0.47,-0.09,16
2016/08/02,135000,61500,0.46,0.48,0.45,0.45,-0.02,8
2016/08/03,125000,57750,0.47,0.47,0.44,0.44,-0.01,5
2016/08/04,205000,86300,0.41,0.44,0.39,0.44,0.00,7
2016/08/05,105000,41700,0.42,0.42,0.39,0.40,-0.04,7
2016/08/08,367000,113480,0.34,0.34,0.29,0.29,-0.11,15
2016/08/09,670000,171100,0.25,0.26,0.25,0.26,-0.03,34
2016/08/10,1462000,311300,0.24,0.24,0.20,0.20,-0.06,29
2016/08/11,434000,86090,0.21,0.21,0.19,0.20,0.00,14
2016/08/12,2707000,576300,0.15,0.25,0.15,0.24,0.04,52
2016/08/15,635000,148630,0.22,0.25,0.22,0.23,-0.01,27
2016/08/16,1006000,247740,0.23,0.27,0.21,0.25,0.02,38
2016/08/17,721000,173960,0.26,0.26,0.23,0.24,-0.01,21
2016/08/18,2109000,564590,0.25,0.28,0.25,0.27,0.03,51
2016/08/19,2095000,562430,0.28,0.29,0.26,0.29,0.02,42
2016/08/22,1117000,282460,0.29,0.29,0.24,0.25,-0.04,29
2016/08/23,1226000,300990,0.25,0.25,0.24,0.25,0.00,28
2016/08/24,187000,47980,0.25,0.26,0.24,0.26,0.01,7
2016/08/25,935000,240350,0.26,0.28,0.23,0.23,-0.03,15
2016/08/26,659000,136000,0.22,0.22,0.20,0.21,-0.02,16
2016/08/29,1663000,309520,0.21,0.21,0.18,0.19,-0.02,28
2016/08/30,409000,81190,0.20,0.20,0.19,0.19,0.00,9
2016/08/31,695000,136800,0.20,0.20,0.19,0.19,0.00,13
2016/09/01,1622000,389600,0.22,0.26,0.22,0.23,0.04,32
2016/09/02,959000,232850,0.25,0.27,0.23,0.23,0.00,26
2016/09/05,2029000,430970,0.22,0.22,0.18,0.18,-0.05,28
2016/09/06,875000,142350,0.16,0.17,0.15,0.17,-0.01,23
2016/09/07,805000,138250,0.17,0.18,0.16,0.17,0.00,18
2016/09/08,863000,131210,0.16,0.17,0.15,0.17,0.00,14
2016/09/09,870000,135300,0.16,0.17,0.15,0.17,0.00,11
2016/09/12,1132000,208060,0.18,0.20,0.18,0.19,0.01,17
2016/09/13,120000,20400,0.17,0.17,0.17,0.17,-0.02,4
2016/09/14,1627000,305310,0.17,0.20,0.17,0.19,0.02,20
2016/09/19,1198000,188900,0.16,0.17,0.14,0.14,-0.05,20
2016/09/20,260000,36500,0.14,0.15,0.14,0.15,0.01,8
2016/09/21,389000,51580,0.14,0.14,0.13,0.14,-0.01,8
2016/09/22,900000,108500,0.12,0.13,0.12,0.13,-0.01,13
2016/09/23,788000,98570,0.12,0.13,0.12,0.12,-0.01,13
2016/09/26,646000,77520,0.12,0.12,0.12,0.12,0.00,7
2016/09/29,1801000,181400,0.11,0.11,0.09,0.11,-0.01,20
2016/09/30,1426000,139470,0.11,0.11,0.09,0.09,-0.02,12
2016/10/03,505000,46350,0.09,0.10,0.09,0.10,0.01,5
2016/10/04,740000,47000,0.06,0.07,0.05,0.05,-0.05,8
2016/10/05,250000,12500,0.05,0.05,0.05,0.05,0.00,2
2016/10/06,150000,9000,0.06,0.06,0.06,0.06,0.01,1
2016/10/07,150000,9400,0.06,0.07,0.06,0.07,0.01,3
2016/10/11,366000,34300,0.09,0.15,0.09,0.15,0.08,6
2016/10/12,480000,63900,0.15,0.15,0.12,0.12,-0.03,8
2016/10/13,51000,6110,0.12,0.12,0.11,0.11,-0.01,2
2016/10/14,370000,44500,0.12,0.13,0.12,0.13,0.02,9
2016/10/17,385000,58600,0.15,0.16,0.15,0.15,0.02,5
2016/10/18,0,0,---,---,---,---,---,0
2016/10/19,0,0,---,---,---,---,---,0
2016/10/20,0,0,---,---,---,---,---,0
2016/10/21,499000,39920,0.08,0.08,0.08,0.08,-0.01,4
2016/10/24,942000,73810,0.08,0.08,0.07,0.08,0.00,10
2016/10/25,1395000,87800,0.07,0.07,0.06,0.06,-0.02,9
2016/10/26,582000,25290,0.05,0.05,0.04,0.04,-0.02,8
2016/10/27,0,0,---,---,---,---,---,0
2016/10/28,0,0,---,---,---,---,---,0
2016/10/31,0,0,---,---,---,---,---,0
2016/11/01,72000,2160,0.03,0.03,0.03,0.03,-0.01,2
2016/11/02,280000,13200,0.04,0.05,0.04,0.05,0.02,4
2016/11/03,60000,3000,0.05,0.05,0.05,0.05,0.00,1
2016/11/04,0,0,---,---,---,---,---,0
2016/11/07,0,0,---,---,---,---,---,0
2016/11/08,497000,18730,0.03,0.04,0.03,0.04,0.00,3
2016/11/09,30000,1200,0.04,0.04,0.04,0.04,0.00,1
2016/11/10,53000,1060,0.02,0.02,0.02,0.02,-0.02,1
2016/11/11,0,0,---,---,---,---,---,0
2016/11/14,14000,700,0.05,0.05,0.05,0.05,0.00,1
2016/11/15,0,0,---,---,---,---,---,0
2016/11/16,0,0,---,---,---,---,---,0
2016/11/17,0,0,---,---,---,---,---,0
2016/11/18,30000,600,0.02,0.02,0.02,0.02,-0.02,1
2016/11/21,0,0,---,---,---,---,---,0
2016/11/22,0,0,---,---,---,---,---,0
2016/11/23,0,0,---,---,---,---,---,0
2016/11/24,0,0,---,---,---,---,---,0
2016/11/25,0,0,---,---,---,---,---,0
