Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/01/19,0,0,---,---,---,---,---,0
2016/01/20,23000,31740,1.50,1.50,1.32,1.38,-0.14,4
2016/01/21,29000,39990,1.42,1.42,1.35,1.38,0.00,8
2016/01/22,47000,66840,1.43,1.43,1.41,1.41,0.03,7
2016/01/25,113000,163210,1.44,1.47,1.43,1.44,0.03,11
2016/01/26,115000,161120,1.38,1.41,1.32,1.32,-0.12,11
2016/01/27,14000,18160,1.37,1.37,1.25,1.25,-0.07,6
2016/01/28,213000,264730,1.21,1.25,1.21,1.23,-0.02,8
2016/01/29,271000,330630,1.23,1.23,1.20,1.23,0.00,8
2016/02/01,574000,748410,1.29,1.32,1.23,1.24,-0.10,14
2016/02/02,232000,277060,1.24,1.26,1.15,1.15,-0.09,11
2016/02/03,205000,228100,1.12,1.12,1.11,1.11,-0.04,5
2016/02/15,36000,38080,1.07,1.08,1.03,1.03,-0.08,3
2016/02/16,103000,112940,1.07,1.11,1.07,1.11,0.08,11
2016/02/17,617000,722160,1.16,1.22,1.14,1.17,0.06,28
2016/02/18,819000,980810,1.21,1.23,1.15,1.16,-0.01,34
2016/02/19,523000,674550,1.18,1.35,1.18,1.31,0.15,41
2016/02/22,720000,932240,1.31,1.35,1.21,1.26,-0.05,38
2016/02/23,353000,452070,1.29,1.30,1.25,1.29,0.03,19
2016/02/24,235000,301140,1.29,1.31,1.18,1.18,-0.11,16
2016/02/25,203000,223430,1.21,1.21,1.06,1.06,-0.12,18
2016/02/26,180000,194150,1.09,1.11,1.02,1.09,0.03,14
2016/03/01,377000,404060,1.08,1.09,1.07,1.07,-0.02,7
2016/03/02,62000,68750,1.11,1.14,1.10,1.10,0.03,7
2016/03/03,1401000,1426270,1.08,1.08,0.99,1.02,-0.08,25
2016/03/04,43000,44900,1.04,1.05,1.02,1.02,0.00,7
2016/03/07,127000,122570,1.01,1.01,0.93,0.96,-0.06,9
2016/03/08,98000,92010,0.99,0.99,0.93,0.95,-0.01,9
2016/03/09,162000,140800,0.93,0.93,0.83,0.83,-0.12,15
2016/03/10,1815000,1553750,0.87,0.87,0.83,0.84,0.01,21
2016/03/11,720000,622950,0.86,0.90,0.85,0.86,0.02,18
2016/03/14,362000,312490,0.88,0.88,0.82,0.87,0.01,14
2016/03/15,226000,189770,0.87,0.87,0.77,0.78,-0.09,12
2016/03/16,1834000,1391210,0.77,0.78,0.74,0.75,-0.03,23
2016/03/17,1817000,1377670,0.79,0.79,0.73,0.73,-0.02,27
2016/03/18,1182000,858930,0.76,0.76,0.70,0.70,-0.03,30
2016/03/21,566000,406880,0.74,0.74,0.71,0.72,0.02,17
2016/03/22,1292000,1028230,0.74,0.81,0.74,0.81,0.09,51
2016/03/23,1357000,1105850,0.82,0.84,0.79,0.80,-0.01,42
2016/03/24,535000,380100,0.71,0.73,0.70,0.71,-0.09,11
2016/03/25,3816000,2450070,0.71,0.72,0.62,0.62,-0.09,47
2016/03/28,798000,457100,0.58,0.60,0.55,0.55,-0.07,23
2016/03/29,367000,199120,0.55,0.58,0.50,0.50,-0.05,22
2016/03/30,1528000,795800,0.52,0.54,0.51,0.53,0.03,30
2016/03/31,3608000,1913640,0.56,0.56,0.52,0.54,0.01,33
2016/04/01,2199000,1122160,0.51,0.53,0.50,0.52,-0.02,15
2016/04/06,471000,206090,0.08,0.47,0.08,0.42,-0.10,21
2016/04/07,2290000,952840,0.44,0.45,0.39,0.39,-0.03,40
2016/04/08,787000,335660,0.38,0.45,0.38,0.42,0.03,19
2016/04/11,374000,151150,0.40,0.42,0.40,0.41,-0.01,12
2016/04/12,2479000,988680,0.42,0.42,0.37,0.37,-0.04,28
2016/04/13,2533000,1053940,0.39,0.46,0.39,0.45,0.08,45
2016/04/14,3826000,1654260,0.46,0.46,0.42,0.43,-0.02,41
2016/04/15,809000,312970,0.39,0.39,0.37,0.38,-0.05,15
2016/04/18,428000,162830,0.36,0.39,0.36,0.39,0.01,13
2016/04/19,1329000,532220,0.40,0.41,0.38,0.39,0.00,18
2016/04/20,2959000,1033980,0.38,0.38,0.33,0.34,-0.05,25
2016/04/21,1219000,403290,0.34,0.34,0.31,0.32,-0.02,18
2016/04/22,2620000,816750,0.33,0.33,0.27,0.30,-0.02,27
2016/04/25,345000,109740,0.30,0.32,0.30,0.31,0.01,10
2016/04/26,669000,225190,0.33,0.36,0.33,0.35,0.04,20
2016/04/27,533000,173430,0.45,0.45,0.31,0.34,-0.01,11
2016/04/28,1007000,317500,0.33,0.33,0.31,0.32,-0.02,8
2016/04/29,140000,45720,0.32,0.34,0.32,0.34,0.02,9
2016/05/03,173000,63080,0.36,0.37,0.35,0.37,0.03,6
2016/05/04,310000,107700,0.37,0.37,0.33,0.33,-0.04,5
2016/05/05,405000,120700,0.30,0.31,0.27,0.30,-0.03,8
2016/05/06,200000,55000,0.29,0.29,0.27,0.27,-0.03,3
2016/05/09,0,0,---,---,---,---,---,0
2016/05/10,120000,27800,0.24,0.24,0.23,0.23,-0.02,3
2016/05/11,205000,47250,0.25,0.25,0.23,0.23,0.00,3
2016/05/12,250000,42500,0.17,0.17,0.17,0.17,-0.06,2
2016/05/13,232000,33950,0.17,0.17,0.14,0.15,-0.02,5
2016/05/16,108000,13250,0.12,0.16,0.12,0.16,0.01,3
2016/05/17,137000,26750,0.17,0.21,0.17,0.20,0.04,9
2016/05/18,45000,8450,0.19,0.19,0.18,0.19,-0.01,4
2016/05/19,5000,950,0.19,0.19,0.19,0.19,0.00,1
2016/05/20,315000,65260,0.21,0.22,0.20,0.22,0.03,8
2016/05/23,39000,8000,0.20,0.22,0.20,0.22,0.00,3
2016/05/24,10000,2400,0.24,0.24,0.24,0.24,0.02,3
2016/05/25,0,0,---,---,---,---,---,0
2016/05/26,409000,133060,0.32,0.34,0.32,0.34,0.10,8
2016/05/27,245000,74300,0.29,0.32,0.29,0.32,-0.02,8
2016/05/30,115000,32300,0.28,0.30,0.28,0.30,-0.02,3
2016/05/31,0,0,---,---,---,---,---,0
2016/06/01,50000,13500,0.27,0.27,0.27,0.27,-0.01,1
2016/06/02,55000,11700,0.24,0.24,0.21,0.21,-0.06,2
2016/06/03,0,0,---,---,---,---,---,0
2016/06/06,0,0,---,---,---,---,---,0
2016/06/07,0,0,---,---,---,---,---,0
2016/06/08,0,0,---,---,---,---,---,0
2016/06/13,0,0,---,---,---,---,---,0
2016/06/14,21000,3780,0.18,0.18,0.18,0.18,0.02,1
2016/06/15,26000,4730,0.19,0.19,0.18,0.18,0.00,2
2016/06/16,3000,510,0.17,0.17,0.17,0.17,-0.01,1
2016/06/17,0,0,---,---,---,---,---,0
2016/06/20,0,0,---,---,---,---,---,0
2016/06/21,199000,27860,0.14,0.14,0.14,0.14,-0.03,1
2016/06/22,0,0,---,---,---,---,---,0
2016/06/23,0,0,---,---,---,---,---,0
2016/06/24,3000,330,0.11,0.11,0.11,0.11,-0.04,1
2016/06/27,3000,240,0.08,0.08,0.08,0.08,-0.03,1
2016/06/28,0,0,---,---,---,---,---,0
2016/06/29,3000,270,0.09,0.09,0.09,0.09,0.00,1
2016/06/30,6000,720,0.11,0.13,0.11,0.13,0.04,2
2016/07/01,100000,10000,0.10,0.10,0.10,0.10,-0.03,1
2016/07/04,0,0,---,---,---,---,---,0
2016/07/05,9000,540,0.06,0.06,0.06,0.06,-0.01,2
2016/07/06,1000,60,0.06,0.06,0.06,0.06,0.00,1
2016/07/07,0,0,---,---,---,---,---,0
2016/07/11,0,0,---,---,---,---,---,0
