Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/11/10,0,0,---,---,---,---,---,0
2016/11/11,368000,481060,1.19,1.41,1.19,1.30,0.20,27
2016/11/14,211000,252300,0.95,1.24,0.95,1.18,-0.12,20
2016/11/15,660000,841940,1.19,1.32,1.19,1.22,0.04,23
2016/11/16,110000,134260,1.24,1.24,1.17,1.17,-0.05,5
2016/11/17,254000,293510,1.16,1.16,1.04,1.04,-0.13,7
2016/11/18,271000,299180,1.12,1.13,1.10,1.13,0.09,5
2016/11/21,56000,60720,1.09,1.09,1.07,1.07,-0.06,6
2016/11/22,0,0,---,---,---,---,---,0
2016/11/23,267000,307430,1.14,1.23,1.14,1.15,0.03,6
2016/11/24,277000,328680,1.17,1.19,1.15,1.15,0.00,9
2016/11/25,8000,9040,1.13,1.13,1.13,1.13,-0.02,6
2016/11/28,0,0,---,---,---,---,---,0
2016/11/29,30000,31500,1.05,1.05,1.05,1.05,-0.06,1
2016/11/30,0,0,---,---,---,---,---,0
2016/12/01,682000,743630,1.06,1.14,1.06,1.14,0.09,18
2016/12/02,534000,572710,1.07,1.08,1.05,1.08,-0.06,13
2016/12/05,164000,174540,1.06,1.07,1.03,1.03,-0.05,5
2016/12/06,21000,20240,1.04,1.04,0.96,0.96,-0.07,2
2016/12/07,25000,23700,0.96,0.96,0.94,0.94,-0.02,2
2016/12/08,144000,135660,0.96,0.96,0.94,0.94,0.00,5
2016/12/09,1298000,1434200,0.98,1.15,0.98,1.10,0.16,33
2016/12/12,758000,823020,1.10,1.11,1.05,1.05,-0.05,20
2016/12/13,125000,123100,1.04,1.04,0.98,0.98,-0.07,4
2016/12/14,10000,9900,0.99,0.99,0.99,0.99,0.01,1
2016/12/15,461000,443350,0.96,0.97,0.94,0.94,-0.05,7
2016/12/16,181000,171950,0.95,0.95,0.95,0.95,0.01,2
2016/12/19,16000,15190,0.94,0.95,0.94,0.95,0.00,2
2016/12/20,1997000,2289760,0.99,1.33,0.99,1.17,0.22,81
2016/12/21,2908000,4057670,1.22,1.52,1.21,1.45,0.28,111
2016/12/22,1095000,1553950,1.41,1.49,1.36,1.37,-0.08,52
2016/12/23,668000,1021610,1.53,1.57,1.42,1.42,0.05,34
2016/12/26,420000,584840,1.46,1.46,1.29,1.29,-0.13,16
2016/12/27,263000,368490,1.35,1.48,1.35,1.44,0.15,22
2016/12/28,256000,355820,1.44,1.45,1.34,1.40,-0.04,13
2016/12/29,660000,1047460,1.46,1.69,1.46,1.59,0.19,31
2016/12/30,609000,1016060,1.64,1.74,1.64,1.64,0.05,25
2017/01/03,946000,1577260,1.74,1.74,1.61,1.61,-0.03,10
2017/01/04,41000,71580,1.88,1.88,1.73,1.73,0.12,3
2017/01/05,200000,350220,1.77,1.77,1.74,1.76,0.03,10
2017/01/06,210000,353700,1.71,1.71,1.66,1.66,-0.10,5
2017/01/09,132000,210280,1.61,1.61,1.54,1.54,-0.12,3
2017/01/10,210000,306800,1.46,1.48,1.46,1.48,-0.06,2
2017/01/11,1120000,1793340,1.67,1.67,1.58,1.58,0.10,15
2017/01/12,294000,446880,1.51,1.53,1.51,1.53,-0.05,5
2017/01/13,872000,1332870,1.51,1.55,1.50,1.52,-0.01,16
2017/01/16,837000,1236860,1.51,1.51,1.44,1.46,-0.06,13
2017/01/17,1597000,2294940,1.50,1.50,1.41,1.41,-0.05,17
