Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2007/04/23,338,770,0.00,0.00,0.00,0.00,---,1
2007/04/24,5000,12620,2.55,2.57,2.36,2.36,-0.05,3
2007/04/25,0,0,0.00,0.00,0.00,0.00,---,0
2007/04/26,16000,39040,2.20,2.52,2.20,2.52,0.16,4
2007/05/11,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/14,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/15,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/16,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/17,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/18,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/21,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/22,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/23,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/24,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/25,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/28,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/29,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/30,0,0,0.00,0.00,0.00,0.00,---,0
2007/05/31,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/01,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/04,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/05,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/06,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/07,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/08,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/11,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/12,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/13,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/14,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/15,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/20,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/21,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/22,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/25,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/26,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/27,0,0,0.00,0.00,0.00,0.00,---,0
2007/06/28,106,1340,0.00,0.00,0.00,0.00,---,1
2007/06/29,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/02,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/03,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/04,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/05,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/06,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/09,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/10,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/11,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/12,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/13,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/16,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/17,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/18,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/19,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/20,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/23,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/24,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/25,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/26,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/27,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/30,0,0,0.00,0.00,0.00,0.00,---,0
2007/07/31,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/01,1000,11050,11.05,11.05,11.05,11.05,-0.80,1
2007/08/02,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/03,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/06,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/07,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/08,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/09,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/10,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/13,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/14,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/15,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/16,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/17,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/20,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/21,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/22,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/23,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/24,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/27,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/28,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/29,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/30,0,0,0.00,0.00,0.00,0.00,---,0
2007/08/31,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/03,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/04,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/05,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/06,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/07,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/10,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/11,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/12,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/13,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/14,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/17,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/19,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/20,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/21,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/26,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/27,0,0,0.00,0.00,0.00,0.00,---,0
2007/09/28,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/01,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/02,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/03,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/04,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/05,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/08,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/09,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/11,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/12,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/15,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/16,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/17,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/18,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/19,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/22,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/23,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/24,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/25,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/26,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/29,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/30,0,0,0.00,0.00,0.00,0.00,---,0
2007/10/31,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/01,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/02,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/05,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/06,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/07,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/08,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/09,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/12,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/13,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/14,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/15,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/16,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/19,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/20,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/21,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/22,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/23,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/26,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/27,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/28,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/29,0,0,0.00,0.00,0.00,0.00,---,0
2007/11/30,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/03,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/04,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/05,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/06,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/07,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/10,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/11,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/12,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/13,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/14,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/17,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/18,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/19,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/20,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/21,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/24,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/25,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/26,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/27,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/28,0,0,0.00,0.00,0.00,0.00,---,0
2007/12/31,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/02,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/03,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/04,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/07,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/08,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/09,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/10,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/11,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/14,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/15,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/16,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/17,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/18,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/21,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/22,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/23,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/24,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/25,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/28,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/29,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/30,0,0,0.00,0.00,0.00,0.00,---,0
2008/01/31,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/01,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/12,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/13,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/14,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/15,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/18,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/19,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/20,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/21,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/22,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/25,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/26,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/27,0,0,0.00,0.00,0.00,0.00,---,0
2008/02/29,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/03,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/04,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/05,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/06,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/07,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/10,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/11,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/12,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/13,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/14,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/17,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/18,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/19,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/20,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/21,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/24,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/25,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/26,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/27,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/28,0,0,0.00,0.00,0.00,0.00,---,0
2008/03/31,0,0,0.00,0.00,0.00,0.00,---,0
2008/04/01,0,0,0.00,0.00,0.00,0.00,---,0
