Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/05/10,30000,28900,0.95,0.97,0.95,0.97,0.05,2
2016/05/11,8000,7440,0.93,0.93,0.93,0.93,-0.04,2
2016/05/12,3000,2760,0.92,0.92,0.92,0.92,-0.01,1
2016/05/13,0,0,---,---,---,---,---,0
2016/05/16,25000,22400,0.92,0.92,0.89,0.89,-0.04,2
2016/05/17,20000,16800,0.85,0.85,0.83,0.83,-0.06,2
2016/05/18,109000,80760,0.75,0.75,0.74,0.74,-0.09,2
2016/05/19,10000,7900,0.79,0.79,0.79,0.79,0.05,1
2016/05/20,10000,7900,0.79,0.79,0.79,0.79,0.00,1
2016/05/23,0,0,---,---,---,---,---,0
2016/05/24,96000,67120,0.67,0.72,0.67,0.72,0.00,3
2016/05/25,56000,38640,0.69,0.69,0.69,0.69,-0.03,1
2016/05/26,0,0,---,---,---,---,---,0
2016/05/27,122000,83590,0.66,0.69,0.65,0.68,-0.02,4
2016/05/30,0,0,---,---,---,---,---,0
2016/05/31,0,0,---,---,---,---,---,0
2016/06/01,241000,142160,0.58,0.59,0.58,0.59,-0.06,3
2016/06/02,50000,31500,0.63,0.63,0.63,0.63,0.04,1
2016/06/03,0,0,---,---,---,---,---,0
2016/06/06,0,0,---,---,---,---,---,0
2016/06/07,0,0,---,---,---,---,---,0
2016/06/08,20000,11600,0.58,0.58,0.58,0.58,0.00,1
2016/06/13,0,0,---,---,---,---,---,0
2016/06/14,46000,27300,0.60,0.60,0.55,0.55,-0.06,2
2016/06/15,0,0,---,---,---,---,---,0
2016/06/16,40000,8800,0.22,0.22,0.22,0.22,-0.31,1
2016/06/17,40000,14000,0.35,0.35,0.35,0.35,0.13,2
2016/06/20,40000,16400,0.41,0.41,0.41,0.41,0.06,1
2016/06/21,0,0,---,---,---,---,---,0
2016/06/22,5000,2250,0.45,0.45,0.45,0.45,0.04,1
2016/06/23,5000,2000,0.40,0.40,0.40,0.40,-0.05,1
2016/06/24,0,0,---,---,---,---,---,0
2016/06/27,0,0,---,---,---,---,---,0
2016/06/28,0,0,---,---,---,---,---,0
2016/06/29,0,0,---,---,---,---,---,0
2016/06/30,0,0,---,---,---,---,---,0
2016/07/01,0,0,---,---,---,---,---,0
2016/07/04,0,0,---,---,---,---,---,0
2016/07/05,0,0,---,---,---,---,---,0
2016/07/06,6000,2280,0.38,0.38,0.38,0.38,-0.02,1
2016/07/07,0,0,---,---,---,---,---,0
2016/07/11,0,0,---,---,---,---,---,0
2016/07/12,0,0,---,---,---,---,---,0
2016/07/13,0,0,---,---,---,---,---,0
2016/07/14,0,0,---,---,---,---,---,0
2016/07/15,0,0,---,---,---,---,---,0
2016/07/18,0,0,---,---,---,---,---,0
2016/07/19,0,0,---,---,---,---,---,0
2016/07/20,0,0,---,---,---,---,---,0
2016/07/21,0,0,---,---,---,---,---,0
2016/07/22,0,0,---,---,---,---,---,0
2016/07/25,0,0,---,---,---,---,---,0
2016/07/26,0,0,---,---,---,---,---,0
2016/07/27,0,0,---,---,---,---,---,0
2016/07/28,0,0,---,---,---,---,---,0
2016/07/29,0,0,---,---,---,---,---,0
2016/08/01,0,0,---,---,---,---,---,0
2016/08/02,0,0,---,---,---,---,---,0
2016/08/03,0,0,---,---,---,---,---,0
2016/08/04,0,0,---,---,---,---,---,0
2016/08/05,0,0,---,---,---,---,---,0
2016/08/08,0,0,---,---,---,---,---,0
2016/08/09,121000,31970,0.26,0.27,0.26,0.27,0.00,103
2016/08/10,35000,7790,0.25,0.25,0.22,0.22,-0.05,4
2016/08/11,0,0,---,---,---,---,---,0
2016/08/12,0,0,---,---,---,---,---,0
