Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2012/09/12,50000,30500,0.61,0.61,0.61,0.61,0.00,1
2012/09/13,297000,185130,0.63,0.63,0.62,0.62,0.01,3
2012/09/14,586000,371170,0.63,0.64,0.63,0.64,0.02,7
2012/09/17,644000,421580,0.67,0.67,0.64,0.65,0.01,7
2012/09/18,986000,629250,0.64,0.64,0.63,0.63,-0.02,11
2012/09/19,1319000,886400,0.68,0.69,0.65,0.68,0.05,27
2012/09/20,1204000,788470,0.65,0.66,0.63,0.64,-0.04,18
2012/09/21,492000,324560,0.65,0.66,0.65,0.66,0.02,6
2012/09/24,55000,34400,0.62,0.63,0.62,0.63,-0.03,4
2012/09/25,0,0,---,---,---,---,---,0
2012/09/26,10000,5600,0.56,0.56,0.56,0.56,-0.05,1
2012/09/27,45000,26440,0.60,0.60,0.58,0.58,0.02,4
2012/09/28,213000,123390,0.57,0.58,0.57,0.58,0.00,3
2012/10/01,397000,214380,0.54,0.54,0.54,0.54,-0.04,5
2012/10/02,99000,53460,0.54,0.54,0.54,0.54,0.00,1
2012/10/03,0,0,---,---,---,---,---,0
2012/10/04,0,0,---,---,---,---,---,0
2012/10/05,60000,30010,0.51,0.51,0.50,0.50,0.01,2
2012/10/08,100000,50000,0.50,0.50,0.50,0.50,0.00,2
2012/10/09,0,0,---,---,---,---,---,0
2012/10/11,0,0,---,---,---,---,---,0
2012/10/12,0,0,---,---,---,---,---,0
2012/10/15,0,0,---,---,---,---,---,0
2012/10/16,0,0,---,---,---,---,---,0
2012/10/17,0,0,---,---,---,---,---,0
2012/10/18,0,0,---,---,---,---,---,0
2012/10/19,0,0,---,---,---,---,---,0
2012/10/22,0,0,---,---,---,---,---,0
2012/10/23,0,0,---,---,---,---,---,0
2012/10/24,0,0,---,---,---,---,---,0
2012/10/25,0,0,---,---,---,---,---,0
2012/10/26,101000,25220,0.25,0.25,0.22,0.22,-0.11,3
2012/10/29,942000,180450,0.18,0.20,0.18,0.19,-0.03,11
2012/10/30,495000,94050,0.19,0.19,0.19,0.19,0.00,5
2012/10/31,151000,25660,0.17,0.17,0.16,0.16,-0.03,4
2012/11/01,0,0,---,---,---,---,---,0
2012/11/02,3000,560,0.18,0.19,0.18,0.19,0.03,2
2012/11/05,0,0,---,---,---,---,---,0
2012/11/06,0,0,---,---,---,---,---,0
2012/11/07,499000,74850,0.15,0.15,0.15,0.15,-0.01,6
2012/11/08,0,0,---,---,---,---,---,0
2012/11/09,22000,3940,0.17,0.18,0.17,0.18,0.03,3
2012/11/12,20000,3700,0.19,0.19,0.18,0.18,0.00,2
2012/11/13,0,0,---,---,---,---,---,0
2012/11/14,0,0,---,---,---,---,---,0
2012/11/15,0,0,---,---,---,---,---,0
2012/11/16,0,0,---,---,---,---,---,0
2012/11/19,0,0,---,---,---,---,---,0
2012/11/20,0,0,---,---,---,---,---,0
2012/11/21,0,0,---,---,---,---,---,0
2012/11/22,0,0,---,---,---,---,---,0
2012/11/23,0,0,---,---,---,---,---,0
2012/11/26,0,0,---,---,---,---,---,0
2012/11/27,0,0,---,---,---,---,---,0
2012/11/28,0,0,---,---,---,---,---,0
2012/11/29,0,0,---,---,---,---,---,0
2012/11/30,0,0,---,---,---,---,---,0
2012/12/03,0,0,---,---,---,---,---,0
2012/12/04,178000,35600,0.20,0.20,0.20,0.20,0.02,2
2012/12/05,0,0,---,---,---,---,---,0
2012/12/06,0,0,---,---,---,---,---,0
2012/12/07,0,0,---,---,---,---,---,0
2012/12/10,0,0,---,---,---,---,---,0
2012/12/11,0,0,---,---,---,---,---,0
2012/12/12,0,0,---,---,---,---,---,0
2012/12/13,0,0,---,---,---,---,---,0
2012/12/14,0,0,---,---,---,---,---,0
2012/12/17,0,0,---,---,---,---,---,0
2012/12/18,0,0,---,---,---,---,---,0
2012/12/19,0,0,---,---,---,---,---,0
2012/12/20,0,0,---,---,---,---,---,0
2012/12/21,0,0,---,---,---,---,---,0
2012/12/24,0,0,---,---,---,---,---,0
2012/12/25,0,0,---,---,---,---,---,0
2012/12/26,0,0,---,---,---,---,---,0
2012/12/27,0,0,---,---,---,---,---,0
2012/12/28,0,0,---,---,---,---,---,0
2013/01/02,0,0,---,---,---,---,---,0
2013/01/03,0,0,---,---,---,---,---,0
2013/01/04,0,0,---,---,---,---,---,0
2013/01/07,0,0,---,---,---,---,---,0
2013/01/08,0,0,---,---,---,---,---,0
2013/01/09,10000,900,0.09,0.09,0.09,0.09,0.01,1
2013/01/10,0,0,---,---,---,---,---,0
2013/01/11,10000,900,0.09,0.09,0.09,0.09,0.00,1
2013/01/14,0,0,---,---,---,---,---,0
2013/01/15,0,0,---,---,---,---,---,0
2013/01/16,378000,39600,0.11,0.11,0.10,0.10,0.00,4
2013/01/17,0,0,---,---,---,---,---,0
2013/01/18,0,0,---,---,---,---,---,0
2013/01/21,0,0,---,---,---,---,---,0
2013/01/22,0,0,---,---,---,---,---,0
2013/01/23,0,0,---,---,---,---,---,0
2013/01/24,0,0,---,---,---,---,---,0
2013/01/25,0,0,---,---,---,---,---,0
2013/01/28,0,0,---,---,---,---,---,0
2013/01/29,0,0,---,---,---,---,---,0
2013/01/30,0,0,---,---,---,---,---,0
2013/01/31,0,0,---,---,---,---,---,0
2013/02/01,0,0,---,---,---,---,---,0
2013/02/04,0,0,---,---,---,---,---,0
2013/02/05,5000,250,0.05,0.05,0.05,0.05,-0.02,1
2013/02/06,0,0,---,---,---,---,---,0
2013/02/18,0,0,---,---,---,---,---,0
2013/02/19,0,0,---,---,---,---,---,0
2013/02/20,0,0,---,---,---,---,---,0
