Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2016/07/14,125000,116400,0.96,0.96,0.93,0.93,0.04,5
2016/07/15,320000,300800,0.94,0.95,0.93,0.95,0.02,11
2016/07/18,429000,442390,1.15,1.15,0.92,0.94,-0.01,11
2016/07/19,369000,373870,1.10,1.10,0.90,0.90,-0.04,8
2016/07/20,45000,40200,0.90,0.90,0.88,0.88,-0.02,2
2016/07/21,722000,667640,0.92,0.93,0.90,0.90,0.02,12
2016/07/22,132000,118800,0.90,0.90,0.90,0.90,0.00,4
2016/07/25,59000,47590,0.88,0.88,0.80,0.80,-0.10,8
2016/07/26,202000,165620,0.81,0.82,0.81,0.82,0.02,3
2016/07/27,365000,309900,0.84,0.87,0.82,0.87,0.05,21
2016/07/28,180000,155180,0.86,0.89,0.84,0.89,0.02,16
2016/07/29,14000,12980,0.91,0.93,0.91,0.92,0.03,4
2016/08/01,146000,135890,0.90,0.98,0.90,0.95,0.03,6
2016/08/02,175000,170150,0.98,0.98,0.97,0.97,0.02,7
2016/08/03,50000,44200,0.92,0.92,0.86,0.86,-0.11,2
2016/08/04,57000,45510,0.84,0.84,0.78,0.79,-0.07,5
2016/08/05,170000,137400,0.79,0.82,0.79,0.80,0.01,3
2016/08/08,212000,169940,0.78,0.83,0.78,0.83,0.03,5
2016/08/09,7000,5530,0.79,0.79,0.79,0.79,-0.04,1
2016/08/10,377000,327270,0.84,0.91,0.83,0.91,0.12,8
2016/08/11,607000,558640,0.94,0.95,0.89,0.94,0.03,28
2016/08/12,359000,342310,0.97,0.97,0.94,0.97,0.03,7
2016/08/15,348000,386530,1.03,1.18,1.03,1.17,0.20,10
2016/08/16,618000,706140,1.19,1.21,1.11,1.11,-0.06,30
2016/08/17,620000,712250,1.14,1.21,1.09,1.11,0.00,15
2016/08/18,567000,682310,1.15,1.24,1.12,1.17,0.06,11
2016/08/19,288000,342750,1.20,1.21,1.18,1.18,0.01,9
2016/08/22,19000,21660,1.14,1.14,1.14,1.14,-0.04,2
2016/08/23,423000,554070,1.21,1.49,1.21,1.49,0.35,6
2016/08/24,761000,1011980,1.43,1.43,1.27,1.41,-0.08,29
2016/08/25,243000,335150,1.36,1.41,1.35,1.36,-0.05,7
2016/08/26,139000,194750,1.42,1.42,1.38,1.38,0.02,9
2016/08/29,90000,119120,1.32,1.33,1.32,1.33,-0.05,3
2016/08/30,451000,626950,1.37,1.41,1.37,1.41,0.08,9
2016/08/31,436000,652530,1.54,1.54,1.46,1.50,0.09,48
2016/09/01,25000,35250,1.45,1.45,1.35,1.35,-0.15,2
2016/09/02,0,0,---,---,---,---,---,0
2016/09/05,0,0,---,---,---,---,---,0
2016/09/06,210000,316800,1.38,1.52,1.38,1.52,0.10,3
2016/09/07,200000,302000,1.51,1.51,1.51,1.51,-0.01,1
2016/09/08,20000,29400,1.47,1.47,1.47,1.47,-0.04,1
2016/09/09,0,0,---,---,---,---,---,0
2016/09/12,0,0,---,---,---,---,---,0
2016/09/13,0,0,---,---,---,---,---,0
2016/09/14,0,0,---,---,---,---,---,0
2016/09/19,0,0,---,---,---,---,---,0
2016/09/20,0,0,---,---,---,---,---,0
2016/09/21,443000,601090,1.34,1.37,1.34,1.35,0.03,6
2016/09/22,443000,693230,1.58,1.61,1.51,1.51,0.16,14
2016/09/23,0,0,---,---,---,---,---,0
2016/09/26,0,0,---,---,---,---,---,0
2016/09/29,0,0,---,---,---,---,---,0
2016/09/30,0,0,---,---,---,---,---,0
2016/10/03,0,0,---,---,---,---,---,0
2016/10/04,0,0,---,---,---,---,---,0
2016/10/05,0,0,---,---,---,---,---,0
2016/10/06,0,0,---,---,---,---,---,0
2016/10/07,0,0,---,---,---,---,---,0
2016/10/11,0,0,---,---,---,---,---,0
2016/10/12,0,0,---,---,---,---,---,0
2016/10/13,21000,23010,1.11,1.11,1.08,1.08,-0.02,2
2016/10/14,21000,20630,1.03,1.03,0.93,0.93,-0.15,3
2016/10/17,0,0,---,---,---,---,---,0
2016/10/18,0,0,---,---,---,---,---,0
2016/10/19,76000,74680,0.98,0.99,0.98,0.99,0.06,3
2016/10/20,79000,77120,0.97,1.00,0.97,0.99,0.00,3
2016/10/21,0,0,---,---,---,---,---,0
2016/10/24,83000,78020,0.94,0.94,0.94,0.94,-0.01,3
2016/10/25,58000,53890,0.93,0.93,0.92,0.92,-0.02,2
2016/10/26,75000,71250,0.95,0.95,0.95,0.95,0.03,3
2016/10/27,75000,70270,0.94,0.94,0.93,0.93,-0.02,2
2016/10/28,13000,9750,0.75,0.75,0.75,0.75,-0.18,1
2016/10/31,0,0,---,---,---,---,---,0
2016/11/01,0,0,---,---,---,---,---,0
2016/11/02,0,0,---,---,---,---,---,0
2016/11/03,0,0,---,---,---,---,---,0
2016/11/04,0,0,---,---,---,---,---,0
2016/11/07,0,0,---,---,---,---,---,0
2016/11/08,0,0,---,---,---,---,---,0
2016/11/09,0,0,---,---,---,---,---,0
2016/11/10,0,0,---,---,---,---,---,0
2016/11/11,0,0,---,---,---,---,---,0
2016/11/14,0,0,---,---,---,---,---,0
2016/11/15,0,0,---,---,---,---,---,0
2016/11/16,166000,81340,0.49,0.49,0.49,0.49,-0.04,3
2016/11/17,171000,83640,0.49,0.49,0.48,0.48,-0.01,3
2016/11/18,0,0,---,---,---,---,---,0
2016/11/21,10000,4400,0.44,0.44,0.44,0.44,-0.01,1
2016/11/22,0,0,---,---,---,---,---,0
2016/11/23,0,0,---,---,---,---,---,0
2016/11/24,17000,7140,0.42,0.42,0.42,0.42,0.02,2
2016/11/25,82000,37720,0.46,0.47,0.45,0.45,0.03,5
2016/11/28,127000,56730,0.46,0.46,0.43,0.45,0.00,10
2016/11/29,0,0,---,---,---,---,---,0
2016/11/30,38000,15580,0.41,0.41,0.41,0.41,-0.02,2
2016/12/01,84000,31520,0.36,0.38,0.36,0.38,-0.03,2
2016/12/02,0,0,---,---,---,---,---,0
2016/12/05,0,0,---,---,---,---,---,0
2016/12/06,10000,3700,0.37,0.37,0.37,0.37,0.00,2
2016/12/07,124000,53040,0.42,0.45,0.42,0.45,0.08,3
